index,true,pred
7,2,4
55,6,0
164,6,0
169,0,4
204,3,2
206,6,0
215,3,4
232,6,0
259,3,1
273,2,4
287,8,3
292,6,0
297,6,2
318,3,6
327,3,0
339,4,3
347,8,6
398,2,6
405,2,4
416,2,4
426,4,2
495,6,0
501,2,6
502,6,4
506,6,0
526,6,0
545,2,4
546,2,4
549,6,0
550,3,0
595,3,6
596,3,1
609,3,2
637,2,6
645,0,6
649,3,4
677,4,2
687,4,3
688,6,0
696,2,4
698,4,2
700,0,6
701,3,4
707,2,4
762,6,0
801,8,0
841,3,1
860,6,2
863,3,4
912,4,6
955,2,6
970,6,4
979,4,2
1009,6,4
1022,2,4
1074,6,0
1087,6,2
1110,0,2
1119,6,0
1129,3,1
1130,3,1
1147,6,0
1156,6,4
1190,3,0
1200,6,0
1202,0,6
1206,2,4
1260,2,6
1262,4,6
1271,4,3
1279,2,6
1306,2,4
1323,8,7
1326,3,4
1338,4,2
1369,3,4
1372,2,4
1375,6,2
1404,2,6
1419,6,0
1433,2,4
1442,2,3
1456,2,4
1489,0,6
1494,6,2
1521,6,2
1543,6,2
1551,4,2
1585,6,0
1594,2,4
1595,2,6
1600,3,6
1617,4,3
1642,6,0
1645,6,4
1674,3,6
1684,6,4
1687,6,3
1695,3,0
1705,9,7
1722,6,2
1755,3,1
1761,1,0
1779,6,2
1787,3,6
1797,3,0
1823,2,0
1840,6,0
1849,6,0
1851,2,6
1853,4,2
1864,2,4
1876,4,2
1920,9,7
1961,3,6
1963,2,0
1974,3,0
1979,6,0
2006,9,7
2012,6,0
2034,3,0
2044,4,3
2052,0,6
2058,0,6
2062,0,6
2069,4,6
2087,3,0
2106,6,2
2113,3,0
2131,6,0
2136,3,1
2144,6,2
2170,2,6
2172,2,4
2181,3,6
2187,4,3
2211,2,4
2213,0,6
2214,6,4
2222,6,2
2239,2,6
2241,4,2
2257,3,0
2276,2,4
2288,9,7
2329,2,4
2349,3,1
2394,6,2
2405,3,0
2414,2,4
2433,6,0
2446,6,0
2457,3,1
2464,4,2
2468,6,0
2483,2,4
2486,5,7
2562,2,3
2563,2,0
2573,3,4
2595,2,4
2611,6,0
2623,3,0
2625,3,1
2658,6,0
2708,6,0
2775,6,1
2785,4,2
2787,4,3
2798,6,4
2809,0,1
2827,2,4
2829,3,4
2843,6,0
2850,6,0
2853,3,1
2894,6,4
2918,3,6
2935,4,2
2958,2,4
2966,3,0
2978,6,0
2980,6,2
2985,6,0
3004,2,4
3010,2,4
3033,2,4
3043,6,0
3086,0,6
3087,6,0
3121,9,7
3124,2,4
3130,0,6
3165,9,7
3170,6,0
3197,0,6
3214,2,0
3234,6,2
3236,3,1
3240,6,0
3270,6,0
3281,3,1
3286,3,1
3294,6,0
3298,6,0
3304,9,7
3311,3,6
3312,3,1
3331,6,2
3333,0,6
3365,3,6
3374,2,3
3376,2,4
3391,2,4
3415,2,4
3451,2,4
3480,6,0
3502,2,4
3512,0,3
3518,2,4
3533,6,0
3547,4,2
3566,2,4
3589,6,2
3598,2,4
3618,4,3
3625,2,6
3639,6,4
3648,6,0
3657,6,4
3676,9,7
3694,2,4
3811,3,1
3823,3,0
3849,6,4
3856,2,4
3870,3,0
3889,3,0
3895,8,0
3897,3,0
3902,2,4
3904,2,4
3932,8,0
3938,6,0
3946,6,0
3954,3,1
3988,4,6
4023,6,0
4027,6,3
4031,6,0
4033,6,0
4034,6,0
4046,6,4
4060,3,1
4069,2,4
4084,2,0
4091,4,6
4092,3,1
4131,6,4
4135,3,1
4150,6,2
