index,true,pred
0,6,2
4,1,0
5,1,9
9,3,0
12,7,9
13,2,9
21,3,0
23,6,3
24,2,9
25,6,9
27,5,9
29,0,9
32,1,9
33,3,2
36,3,2
38,3,8
39,3,4
42,2,4
45,1,9
47,2,4
49,0,7
51,5,7
55,2,3
56,5,7
57,2,4
63,2,9
70,5,9
73,7,4
74,3,2
75,1,9
78,3,7
80,3,9
81,5,7
82,4,6
83,5,7
86,4,7
88,9,0
90,2,6
95,6,4
97,1,9
99,1,3
103,6,1
104,6,1
105,1,9
106,8,0
107,5,7
110,9,8
111,8,0
113,7,4
119,1,9
121,2,4
123,2,7
125,6,7
126,1,9
129,0,2
131,7,5
137,1,8
138,2,7
140,1,9
148,5,9
150,3,4
151,6,2
154,6,9
156,5,4
157,5,3
159,3,9
162,4,1
165,0,9
167,5,7
170,8,9
173,5,3
179,0,2
182,5,4
184,1,0
189,0,7
191,7,2
194,2,6
195,5,3
196,2,4
198,5,2
202,9,1
203,3,5
204,6,3
206,1,9
207,3,9
212,1,9
215,5,3
216,8,2
217,5,3
218,2,9
222,8,2
223,0,9
224,6,3
227,1,0
229,3,2
230,7,9
232,6,3
233,0,8
235,6,3
237,7,4
239,5,7
242,6,4
243,6,4
248,6,5
249,6,3
250,1,9
251,3,9
253,3,4
257,1,9
259,8,4
260,5,4
262,1,0
266,3,5
276,0,4
277,5,9
281,2,6
282,1,3
283,2,7
284,0,8
285,5,3
286,6,4
287,3,4
288,2,4
292,6,7
293,0,6
294,7,4
296,4,0
298,6,3
300,2,3
301,1,9
303,2,4
304,1,9
305,5,7
309,8,0
310,4,2
314,3,7
320,7,4
324,5,2
326,6,3
327,6,3
330,1,9
332,0,9
333,3,9
335,2,9
336,4,3
337,5,9
339,5,9
346,4,3
347,6,4
348,0,2
349,0,4
350,6,4
352,0,8
360,9,1
361,6,7
365,8,0
366,7,4
370,3,7
371,0,7
373,0,2
374,5,7
377,3,4
378,4,3
380,5,7
381,4,7
384,3,2
387,6,4
390,4,9
392,0,2
393,1,0
395,3,5
397,8,9
398,4,3
404,0,9
409,6,9
410,8,0
411,2,6
415,0,9
416,3,5
424,5,9
426,5,7
428,9,6
435,4,7
437,6,3
439,0,2
441,8,9
446,3,7
448,0,8
449,4,3
450,5,3
454,1,9
455,0,2
459,8,4
462,5,9
471,5,7
473,6,4
478,7,3
481,0,9
482,1,0
483,2,3
484,4,9
485,8,0
490,4,3
491,5,2
493,1,7
494,3,7
497,0,4
498,1,9
500,5,7
502,2,9
504,0,2
506,1,9
509,8,1
521,4,7
522,2,9
524,1,9
525,6,4
527,0,2
533,2,4
534,5,7
535,5,7
538,2,7
542,5,2
544,2,4
546,8,0
547,1,9
552,6,3
555,0,9
557,0,2
561,1,6
563,4,3
567,8,6
569,5,3
570,7,4
573,5,7
577,9,0
578,1,9
583,3,9
589,7,1
590,1,9
591,6,8
593,1,9
596,8,0
598,0,9
601,8,2
602,8,2
604,0,8
605,0,6
606,1,9
607,5,7
608,0,2
609,8,0
611,7,9
615,9,4
616,4,7
618,3,8
620,6,4
621,4,2
624,5,2
625,6,3
626,0,3
627,8,1
629,3,7
630,2,0
633,6,3
635,9,1
637,0,7
640,6,9
642,4,3
644,1,9
646,2,3
647,7,4
648,2,6
649,2,4
652,7,8
653,5,7
656,8,6
660,4,3
663,0,9
668,9,1
670,5,2
673,2,4
675,5,9
676,1,9
681,5,7
685,3,7
686,5,3
687,0,6
689,2,3
693,4,3
694,0,9
696,2,3
701,2,3
705,4,3
706,9,1
708,0,6
710,6,4
711,4,2
714,1,6
717,3,7
720,6,4
721,6,3
723,8,4
724,2,6
728,6,4
732,5,3
735,0,3
740,3,7
741,8,0
742,2,3
745,6,7
748,0,2
750,5,3
751,5,3
753,1,9
755,6,1
757,0,6
762,5,3
770,6,3
775,2,5
778,2,3
780,4,7
781,6,8
782,0,9
784,5,3
788,3,6
798,9,5
801,3,9
802,2,4
804,2,7
805,3,4
806,3,7
809,3,2
810,2,4
812,0,9
813,5,7
814,5,2
815,1,0
817,5,7
819,6,7
820,2,4
823,1,9
826,8,2
835,1,6
838,6,4
839,5,2
841,1,0
842,7,9
843,0,9
844,4,7
845,3,2
848,1,9
849,2,4
851,5,7
852,5,3
853,5,9
854,6,3
855,1,9
857,3,9
861,3,7
862,6,8
864,2,5
865,3,4
866,0,9
868,4,0
872,0,2
873,1,0
875,5,9
876,4,3
877,9,1
879,1,9
880,8,6
884,9,7
885,2,9
896,6,4
903,6,7
907,2,6
910,2,4
911,0,2
912,2,6
917,1,0
918,5,3
919,5,9
921,6,3
922,3,7
923,6,9
924,2,3
926,7,9
928,5,3
929,6,3
931,6,4
932,5,2
935,6,9
937,6,3
939,4,3
941,3,7
944,5,4
947,1,9
949,3,7
950,9,0
953,9,1
954,7,9
956,7,0
957,2,4
958,8,1
961,6,4
967,8,4
974,0,8
976,4,3
977,1,9
978,1,9
980,1,9
981,5,2
984,5,3
986,2,4
991,1,9
993,5,7
995,3,7
