index,true,pred
2,0,3
4,0,1
7,2,4
10,0,6
18,6,4
32,6,4
53,2,4
89,9,7
90,9,7
107,9,7
112,6,4
113,6,3
125,2,4
141,9,7
147,2,4
160,0,1
169,0,4
186,0,1
199,2,0
203,6,4
207,0,6
215,3,4
222,0,1
228,2,4
234,2,4
260,2,4
273,2,4
287,8,3
292,6,0
297,6,4
301,6,4
306,6,4
316,6,0
327,3,1
339,4,3
344,6,4
350,2,3
360,9,7
361,6,4
368,6,4
374,3,1
405,2,4
415,0,6
416,2,4
495,6,1
501,2,6
502,6,4
506,6,0
510,9,7
544,2,4
545,2,4
546,2,4
549,6,0
550,3,0
560,6,4
585,6,4
586,6,4
590,6,4
595,3,6
596,3,1
601,0,1
609,3,4
623,6,4
637,2,4
640,0,6
645,0,6
649,3,4
664,2,4
684,2,4
687,4,3
688,6,1
696,2,4
700,0,6
701,3,4
707,2,4
746,9,7
749,2,4
755,2,4
776,6,4
779,6,4
780,0,6
781,6,4
786,6,4
808,0,1
809,6,4
820,6,0
830,0,1
838,6,4
849,0,3
860,6,2
863,3,4
875,6,3
882,6,4
903,6,4
905,0,6
925,6,4
931,2,4
940,6,4
942,0,6
945,6,4
949,6,2
955,2,0
967,0,6
970,6,4
981,2,4
982,6,4
1002,2,4
1003,6,4
1005,0,6
1009,6,4
1014,6,4
1022,2,4
1057,4,1
1060,9,7
1068,2,0
1071,0,3
1072,2,0
1086,9,7
1087,6,4
1103,0,6
1109,2,4
1112,6,0
1116,6,4
1119,6,0
1130,3,1
1150,3,4
1156,6,4
1170,0,1
1174,2,4
1176,2,4
1188,2,4
1202,0,4
1206,2,4
1228,0,6
1232,9,7
1241,9,7
1257,2,4
1260,2,4
1277,6,4
1279,2,4
1287,6,0
1303,0,6
1306,2,4
1311,0,3
1323,8,7
1325,0,6
1343,6,4
1346,6,4
1353,6,0
1369,3,4
1371,2,4
1372,2,4
1375,6,2
1391,6,4
1393,2,0
1404,2,4
1415,6,4
1419,6,3
1433,2,4
1438,6,0
1442,2,3
1456,2,4
1465,9,7
1479,0,1
1494,6,2
1520,6,4
1521,6,2
1537,4,1
1543,6,2
1547,0,4
1556,9,7
1562,6,4
