index,true,pred
10,0,6
24,4,2
25,3,4
55,6,0
56,6,0
64,0,6
67,0,6
77,6,0
79,9,5
89,9,7
90,9,7
107,9,7
139,4,2
161,8,0
165,2,0
169,0,4
181,4,6
194,4,2
199,2,0
204,3,2
206,6,0
215,3,4
226,6,0
238,4,2
252,6,0
256,6,0
287,8,3
292,6,0
312,4,2
316,6,0
317,9,7
327,3,6
339,4,3
344,6,4
346,6,0
350,2,3
360,9,5
361,6,4
377,0,6
383,0,6
398,2,6
402,6,0
405,2,4
413,4,2
416,2,4
445,0,6
481,4,6
499,6,0
501,2,6
506,6,0
510,9,7
533,9,5
545,2,4
549,6,0
550,3,0
591,0,6
595,3,0
610,8,0
612,4,6
615,4,6
637,2,6
640,0,6
645,0,6
649,3,4
658,4,6
677,4,2
678,0,6
698,4,2
700,0,6
701,3,4
712,0,6
719,9,7
749,2,4
762,6,0
780,0,6
781,6,1
801,8,3
809,6,4
830,0,6
846,2,0
860,6,2
863,3,4
878,4,6
910,0,6
912,4,6
931,2,4
933,4,2
940,6,4
950,0,6
955,2,6
971,9,5
979,4,2
981,2,4
1005,0,6
1008,9,5
1009,6,4
1013,0,6
1032,4,6
1048,8,0
1068,2,0
1071,0,3
1072,2,0
1074,6,0
1078,6,0
1086,9,7
1098,0,6
1100,2,6
1119,6,0
1130,3,1
1150,3,4
1152,4,6
1174,2,4
1202,0,6
1206,2,4
1207,4,2
1228,0,6
1232,9,7
1241,9,7
1251,6,0
1257,2,6
1260,2,6
1262,4,6
1277,6,4
1279,2,6
1303,0,6
1311,0,6
1318,4,2
1323,8,7
1325,0,6
1328,4,2
1330,4,2
1338,4,2
1353,6,0
1369,3,4
1393,2,0
1395,4,2
1404,2,6
1432,4,2
1442,2,4
1445,3,4
1450,3,4
1454,4,2
1464,4,2
1479,0,6
1489,0,6
1494,6,2
1496,3,0
1516,0,6
1521,6,2
1543,6,2
1545,2,0
1571,9,7
1577,4,6
1581,0,3
1588,2,6
1590,0,6
1595,2,6
1600,3,6
1615,2,0
1674,3,6
1683,3,4
1687,6,4
1689,4,2
1691,4,2
1705,9,7
1715,4,6
1722,6,2
1726,9,7
1757,4,6
1787,3,6
1796,6,0
1823,2,0
1824,4,2
1838,4,6
1840,6,0
1845,8,7
1847,9,7
1849,6,0
1850,0,6
1851,2,0
1853,4,6
1859,8,0
1876,4,2
1878,1,3
1911,9,7
1920,9,7
1935,6,0
1963,2,0
1979,6,0
1981,4,2
2006,9,7
2012,6,0
2021,6,4
2033,4,6
2037,6,0
2040,6,0
2052,0,6
2058,0,6
2065,2,6
2099,0,6
2103,3,6
2106,6,2
2132,3,4
2164,4,6
2167,0,6
2170,2,6
2187,4,3
2193,3,4
2202,6,0
2211,2,4
2213,0,3
2222,6,2
2223,2,3
2225,4,2
2239,2,0
2241,4,2
2248,6,0
2264,4,6
2274,8,0
