index,true,pred
2,9,2
3,4,6
6,2,4
15,9,8
16,9,2
17,3,6
21,3,6
25,6,5
26,3,5
27,5,2
28,4,7
29,0,2
31,9,7
32,1,2
33,3,2
34,4,2
35,0,2
36,3,4
38,3,8
39,3,6
45,1,9
47,2,4
49,0,7
51,5,6
52,7,6
53,9,2
55,2,7
58,4,2
59,3,5
60,1,2
65,1,9
66,4,5
67,9,1
70,5,2
71,9,2
74,3,2
76,9,0
78,3,7
80,3,2
82,4,7
83,5,7
84,7,4
85,7,2
86,4,2
87,7,2
89,4,6
91,3,2
94,1,2
97,1,2
98,4,6
99,1,8
101,3,5
102,9,2
105,1,2
109,9,1
110,9,8
112,1,9
113,7,1
114,7,2
119,1,2
122,9,7
123,2,5
129,0,4
137,1,8
140,1,2
141,3,6
142,3,2
144,2,7
146,9,7
147,9,2
150,3,2
151,6,4
154,6,7
157,5,2
159,3,5
160,1,2
162,4,2
165,0,2
167,5,2
169,3,7
173,5,2
174,3,7
175,4,6
176,1,2
177,5,2
180,4,2
181,7,2
182,5,2
183,5,6
187,6,2
188,9,2
189,0,2
194,2,6
195,5,2
197,3,2
198,5,2
200,6,4
203,3,5
205,9,2
207,3,9
208,9,1
209,6,2
214,9,2
218,2,5
219,9,1
225,9,2
226,1,9
227,1,8
229,3,2
230,7,2
232,6,2
234,6,7
236,1,2
237,7,4
241,3,6
242,6,2
245,6,2
247,4,2
248,6,7
251,3,7
253,3,4
258,3,5
259,8,9
260,5,2
261,1,2
263,4,2
264,0,4
266,3,5
267,7,2
268,4,3
269,9,2
270,9,2
273,9,1
274,9,2
276,0,4
277,5,2
278,9,1
279,0,2
281,2,4
282,1,2
283,2,7
284,0,8
288,2,4
293,0,6
295,9,2
296,4,2
297,5,6
298,6,2
300,2,4
301,1,2
302,1,6
303,2,4
305,5,3
307,9,2
310,4,2
311,1,9
312,1,8
314,3,2
315,3,5
319,9,1
321,7,2
322,9,1
323,1,2
324,5,2
327,6,4
329,7,4
330,1,2
331,3,5
332,0,2
333,3,4
334,3,4
336,4,2
337,5,2
338,7,2
339,5,2
342,3,6
344,0,4
345,4,6
346,4,6
350,6,2
352,0,9
353,8,3
354,1,9
357,9,2
360,9,2
361,6,2
366,7,3
367,3,2
369,9,1
370,3,5
371,0,4
375,1,9
378,4,7
380,5,2
381,4,6
