index,true,pred
2,0,3
4,0,3
7,2,4
10,0,6
26,0,6
53,2,6
64,0,6
67,0,6
135,2,6
147,2,4
149,0,6
160,0,4
168,6,0
169,0,4
171,0,6
181,4,6
182,0,6
186,0,3
215,3,4
222,0,3
228,2,6
242,4,6
260,2,6
273,2,4
289,8,0
292,6,0
318,3,6
339,4,3
377,0,6
383,0,6
392,0,6
398,2,6
405,2,4
416,2,4
445,0,3
481,4,6
493,0,6
501,2,6
502,6,4
526,6,3
545,2,4
546,2,4
550,3,0
579,8,0
580,2,6
591,0,6
595,3,6
601,0,3
609,3,2
612,4,6
637,2,6
639,0,6
640,0,6
645,0,6
649,3,4
662,0,6
684,2,4
688,6,1
696,2,4
698,4,2
700,0,6
701,3,4
707,2,4
712,0,6
748,6,0
749,2,4
755,2,6
791,0,3
801,8,6
808,0,3
820,6,3
825,0,6
830,0,3
833,4,6
849,0,3
863,3,4
910,0,6
912,4,6
931,2,4
955,2,6
970,6,4
981,2,4
1002,2,4
1005,0,3
1009,6,4
1013,0,6
1022,2,4
1064,3,4
1068,2,0
1071,0,3
1098,0,6
1100,2,6
1104,0,6
1109,2,4
1110,0,2
1119,6,0
1122,2,6
1124,2,4
1128,2,6
1150,3,4
1170,0,3
1188,2,4
1202,0,6
1206,2,4
1228,0,6
1251,6,0
1257,2,6
1260,2,6
1261,2,6
1262,4,6
1279,2,6
1287,6,0
1303,0,6
1306,2,4
1311,0,6
1323,8,9
1325,0,6
1326,3,4
1358,2,6
1369,3,4
1371,2,4
1372,2,4
1396,0,6
1404,2,6
1419,6,3
1420,0,6
1432,4,6
1433,2,6
1442,2,4
1456,2,4
1479,0,3
1489,0,6
1494,6,2
1516,0,6
1521,6,2
1543,6,2
1581,0,3
1589,0,6
1590,0,3
1594,2,4
1595,2,6
1629,2,6
1640,0,6
1642,6,3
1650,2,6
1660,4,6
1681,0,3
1683,3,4
1687,6,3
1698,0,6
1705,9,7
1722,6,2
1761,1,3
1779,6,2
1789,2,6
1791,0,6
1796,6,8
1815,0,6
1823,2,3
1824,4,6
1850,0,6
1851,2,6
1861,0,6
1862,6,3
1864,2,4
1876,4,2
1884,0,6
1895,0,6
1897,0,6
1928,2,4
1942,0,6
1963,2,6
1968,2,6
1979,6,0
1994,2,4
2012,6,0
2049,0,3
2052,0,6
2058,0,6
2062,0,6
2065,2,4
2069,4,6
2070,0,3
2099,0,6
2110,4,6
2112,6,3
2116,2,6
2132,3,4
2149,2,4
2167,0,6
2170,2,6
2172,2,4
2193,3,4
2211,2,4
2213,0,3
2214,6,4
2223,2,4
2239,2,6
2259,2,4
2264,4,6
2266,0,6
2276,2,4
2288,9,7
2307,0,3
2310,0,6
2329,2,6
2334,0,6
2337,3,4
2367,0,6
2372,0,6
2394,6,2
2414,2,4
2426,0,3
2433,6,0
2446,6,0
2451,4,6
2468,6,3
2483,2,4
2490,4,6
2543,3,6
2548,2,6
2560,6,0
2563,2,0
2573,3,4
2575,2,6
2584,2,4
2595,2,4
2611,6,0
2620,2,4
2626,3,4
2645,3,6
2657,2,6
2661,3,8
2676,1,3
2683,1,3
2707,0,6
2712,0,6
2741,0,6
2753,0,6
2754,2,4
2775,6,4
2783,2,6
2785,4,2
2809,0,4
2814,6,4
2827,2,4
2829,3,4
2843,6,3
2894,6,4
2896,0,6
2918,3,6
2929,2,6
2930,4,6
2938,0,3
2941,4,6
2958,2,4
2963,2,4
2978,6,0
2980,6,2
2994,0,6
3004,2,6
3010,2,4
3016,4,6
3033,2,6
3043,6,8
3064,0,6
3074,2,4
3078,0,6
3086,0,6
3087,6,0
3094,4,6
3097,2,6
3099,5,9
3105,2,6
3119,2,6
3121,9,7
3124,2,4
3130,0,6
3143,2,4
3148,4,6
3151,2,6
3166,2,6
3170,6,0
3200,3,4
3202,6,3
3214,2,0
