index,true,pred
0,6,2
3,4,6
4,1,9
5,1,9
17,3,2
19,6,9
22,6,4
26,3,4
27,5,2
28,4,7
29,0,6
35,0,7
38,3,5
39,3,6
40,5,4
45,1,9
47,2,0
49,0,9
56,5,6
57,2,6
58,4,2
59,3,4
63,2,6
65,1,9
73,7,3
74,3,1
79,1,0
80,3,9
81,5,2
82,4,2
84,7,2
86,4,2
91,3,2
98,4,6
99,1,5
100,8,0
101,3,5
110,9,8
111,8,0
114,7,3
118,9,1
121,2,4
122,9,1
123,2,5
124,6,4
127,9,1
128,5,3
130,4,2
134,1,6
136,1,9
137,1,2
141,3,6
142,3,4
145,4,6
148,5,4
150,3,4
151,6,5
157,5,2
158,4,3
159,3,4
162,4,7
167,5,2
169,3,4
171,2,5
177,5,2
179,0,2
180,4,2
182,5,3
183,5,3
185,0,9
186,9,5
189,0,5
191,7,3
193,8,0
194,2,6
195,5,0
198,5,7
203,3,2
212,1,9
214,9,1
215,5,2
217,5,2
223,0,1
227,1,5
228,6,2
229,3,5
230,7,9
239,5,3
240,8,1
241,3,6
242,6,2
250,1,9
251,3,4
254,4,2
255,1,9
258,3,2
260,5,2
266,3,5
272,4,6
275,1,9
277,5,3
279,0,3
281,2,4
283,2,5
285,5,3
296,4,7
297,5,2
298,6,5
299,4,2
302,1,3
314,3,2
315,3,4
324,5,2
327,6,4
330,1,3
333,3,4
335,2,9
336,4,6
337,5,6
342,3,6
346,4,2
348,0,4
349,0,4
351,6,9
353,8,0
354,1,9
355,6,3
358,2,3
359,5,3
360,9,0
361,6,2
363,4,7
364,1,9
368,6,2
370,3,4
377,3,5
378,4,2
381,4,2
392,0,5
393,1,9
397,8,7
399,4,2
404,0,1
407,0,7
411,2,6
413,7,4
415,0,1
416,3,5
417,0,6
426,5,3
427,1,9
428,9,5
429,4,6
431,5,3
434,4,2
435,4,7
439,0,5
440,7,2
441,8,0
444,9,0
446,3,2
447,4,2
448,0,1
449,4,2
451,6,3
456,8,6
459,8,6
462,5,3
463,2,5
469,7,2
471,5,3
473,6,2
476,3,7
478,7,6
483,2,6
484,4,7
487,8,6
488,6,4
491,5,2
492,7,3
493,1,3
496,8,4
504,0,2
507,8,6
509,8,6
515,5,4
517,3,2
519,8,6
526,4,2
537,7,2
538,2,6
542,5,2
543,4,2
544,2,4
549,4,7
555,0,9
556,6,2
559,2,7
