index,true,pred
0,6,5
3,4,6
6,2,1
8,8,0
9,3,1
12,7,0
13,2,0
14,9,8
15,9,8
16,9,0
18,2,6
19,6,7
20,4,0
21,3,6
23,6,2
27,5,7
28,4,7
31,9,8
33,3,4
34,4,2
36,3,6
39,3,6
40,5,3
41,2,0
42,2,4
47,2,0
48,2,0
51,5,3
53,9,0
55,2,5
58,4,2
59,3,8
62,8,0
63,2,0
66,4,2
70,5,0
71,9,5
73,7,4
74,3,2
76,9,7
77,0,7
78,3,0
79,1,8
82,4,6
84,7,4
85,7,5
86,4,5
88,9,1
90,2,6
97,1,7
98,4,0
99,1,2
100,8,0
101,3,5
102,9,0
103,6,2
106,8,0
109,9,0
111,8,0
114,7,2
117,6,2
120,2,0
121,2,3
125,6,2
127,9,0
128,5,3
133,7,1
135,8,0
137,1,8
141,3,6
143,6,5
148,5,3
150,3,4
154,6,3
156,5,0
157,5,2
161,8,0
162,4,7
164,6,5
165,0,1
170,8,0
171,2,0
174,3,5
178,7,2
182,5,4
183,5,7
186,9,3
188,9,3
190,8,0
191,7,0
193,8,0
194,2,0
197,3,4
198,5,2
202,9,1
204,6,5
207,3,7
212,1,9
214,9,1
215,5,3
216,8,0
220,0,6
225,9,0
227,1,0
229,3,5
232,6,2
233,0,1
235,6,5
237,7,0
239,5,3
241,3,1
242,6,2
243,6,4
244,8,0
246,8,0
248,6,5
251,3,9
254,4,2
258,3,5
259,8,0
263,4,2
265,9,0
266,3,6
270,9,3
271,2,7
277,5,7
278,9,8
279,0,9
280,8,0
283,2,3
286,6,2
291,8,1
292,6,2
294,7,5
298,6,0
303,2,6
305,5,2
307,9,7
309,8,0
310,4,0
313,6,2
316,9,1
323,1,8
331,3,7
334,3,0
338,7,5
340,9,0
342,3,5
343,4,7
345,4,7
346,4,2
349,0,6
352,0,8
356,2,5
357,9,1
358,2,7
360,9,8
361,6,3
362,7,4
363,4,6
365,8,0
366,7,0
367,3,2
368,6,5
369,9,1
370,3,5
372,4,7
375,1,8
377,3,1
379,8,0
380,5,2
381,4,5
382,7,2
384,3,0
387,6,2
388,7,5
390,4,0
391,7,2
393,1,0
394,7,5
395,3,6
396,1,8
401,0,1
403,2,6
408,9,1
409,6,5
410,8,0
411,2,0
413,7,4
414,4,7
415,0,1
416,3,0
424,5,3
426,5,7
427,1,8
429,4,6
431,5,2
435,4,5
437,6,2
439,0,6
440,7,5
441,8,0
442,8,0
444,9,8
445,3,6
446,3,2
450,5,8
458,4,6
459,8,0
460,8,0
462,5,2
463,2,0
464,6,2
469,7,5
470,7,2
471,5,7
472,9,8
473,6,4
475,8,0
476,3,5
477,4,0
478,7,5
484,4,7
485,8,0
488,6,0
490,4,0
491,5,0
493,1,7
495,9,8
496,8,3
500,5,1
501,8,0
502,2,5
505,4,0
509,8,1
510,2,1
513,2,0
514,7,3
517,3,5
519,8,5
526,4,5
529,6,2
535,5,0
537,7,5
538,2,0
539,2,0
540,2,6
541,9,0
542,5,3
543,4,5
545,7,4
546,8,0
550,3,4
554,8,0
556,6,5
559,2,0
561,1,7
563,4,0
566,8,0
567,8,0
574,8,0
575,7,6
577,9,8
579,9,0
581,4,0
591,6,5
594,9,0
597,3,5
599,1,7
602,8,0
611,7,0
612,9,1
615,9,5
616,4,5
618,3,5
619,6,2
620,6,5
621,4,2
625,6,2
627,8,1
629,3,5
635,9,5
639,3,0
640,6,5
641,7,2
642,4,0
644,1,8
646,2,5
651,6,2
652,7,1
653,5,3
657,9,0
661,4,0
662,7,4
664,9,1
669,4,6
670,5,2
671,7,0
672,9,1
673,2,6
674,4,2
677,4,2
678,3,8
680,6,5
681,5,3
682,6,2
683,9,1
686,5,0
691,3,6
697,5,0
702,3,5
703,9,5
706,9,0
708,0,7
709,2,6
711,4,0
712,4,2
716,8,6
717,3,5
719,9,1
720,6,2
721,6,2
725,4,0
726,5,0
727,7,2
729,5,4
730,3,0
737,2,0
739,7,2
741,8,0
744,7,5
745,6,2
751,5,0
753,1,9
755,6,2
756,9,7
758,4,6
760,7,5
763,9,0
767,5,3
770,6,3
775,2,1
778,2,5
788,3,8
790,2,0
792,3,5
795,8,0
796,2,6
797,7,2
798,9,6
800,2,0
801,3,5
802,2,0
806,3,2
807,6,5
808,2,0
810,2,7
812,0,9
813,5,2
816,4,0
817,5,6
818,6,2
819,6,2
823,1,7
831,4,6
835,1,7
836,6,2
839,5,3
840,1,8
841,1,0
843,0,9
844,4,7
845,3,5
846,3,0
851,5,3
853,5,3
854,6,5
858,7,5
862,6,0
864,2,3
867,9,8
868,4,9
873,1,9
874,1,7
875,5,0
876,4,3
877,9,8
878,3,2
881,9,8
882,3,5
884,9,3
886,9,7
887,4,7
889,2,0
890,9,1
891,8,0
892,8,0
896,6,2
898,7,4
903,6,2
904,4,3
912,2,5
917,1,9
918,5,3
919,5,2
921,6,5
923,6,7
924,2,6
931,6,5
932,5,0
933,2,0
935,6,7
937,6,5
939,4,2
944,5,0
947,1,9
949,3,6
951,4,5
952,7,4
953,9,0
956,7,2
958,8,1
960,6,2
966,4,5
967,8,0
972,7,2
981,5,0
982,4,2
988,5,3
990,2,5
992,3,6
993,5,7
994,7,2
995,3,5
1000,9,1
1001,4,5
1004,4,5
1005,4,7
1008,2,3
1009,2,0
1010,3,2
1012,0,6
1013,6,2
1014,8,0
1018,4,0
1020,1,8
1022,4,6
1024,2,5
1025,3,5
1026,9,3
1028,9,8
1030,3,9
1032,8,0
1034,9,1
1037,1,9
1040,2,1
1042,7,2
1043,9,7
1045,9,1
1047,6,5
1048,3,2
1051,6,8
1054,7,2
1055,3,2
1057,3,7
1059,3,2
1060,8,0
1061,5,3
1062,9,0
1066,5,0
1067,2,6
1069,4,5
1070,3,2
1072,5,6
1074,3,5
1075,9,7
1076,3,2
1078,9,7
1079,1,8
1080,8,0
1081,5,3
1082,9,0
1084,2,0
1088,5,0
1089,7,9
1096,5,0
1098,3,5
1099,9,8
1100,3,5
1101,6,4
1103,1,7
1104,3,1
1108,2,0
1110,2,5
1111,5,0
1115,9,0
1116,8,0
1117,9,0
1118,7,0
1121,3,5
1126,6,2
1127,3,4
1132,6,2
1134,5,4
1137,9,8
1138,8,1
1139,2,0
1143,4,6
1146,2,0
1148,4,6
1150,3,6
1154,6,5
1155,6,2
1157,5,3
1159,6,2
1160,3,6
1163,2,0
1167,7,0
1170,1,8
1171,9,1
1172,5,0
1174,8,0
1176,6,2
1177,8,0
1183,8,0
1187,0,8
1190,9,8
1191,6,2
1192,6,2
1193,5,3
1194,6,1
1199,5,0
1201,9,8
1202,3,5
1204,5,0
1206,5,2
1210,6,2
1212,4,6
1217,9,8
1219,2,0
1222,6,3
1224,5,3
1225,4,2
1228,6,3
1229,8,0
1231,9,0
1234,0,6
1236,8,0
1237,6,5
1238,4,2
1239,8,0
1240,1,8
1241,9,8
1244,5,3
1246,6,5
1247,9,1
1252,3,9
1253,9,0
1254,4,0
1255,8,0
1257,3,6
1258,2,5
1259,6,8
1261,8,0
1264,4,0
1265,3,6
1267,2,0
1268,4,0
1269,4,2
1270,0,6
1271,3,6
1272,5,3
1273,7,2
1274,5,3
1277,9,8
1281,3,6
1283,2,6
1289,8,0
1292,8,0
1295,2,5
1298,5,3
1303,4,0
1308,7,2
1309,7,2
1310,4,0
1311,4,6
1312,4,2
1313,4,6
1314,8,0
1315,4,2
1316,3,5
1317,6,2
1321,3,5
1322,9,2
1324,4,5
1325,8,1
1326,9,5
1327,6,2
1328,2,3
1331,5,6
1332,9,8
1333,4,2
1337,8,0
1339,4,6
1342,6,0
1344,5,6
1346,5,0
1347,4,6
1348,4,3
1349,4,7
1350,4,2
1352,7,0
1353,9,8
1355,5,0
1358,3,6
1361,9,0
1365,7,5
1368,3,2
1370,8,0
1371,6,5
1374,6,2
1375,8,0
1377,1,2
1378,9,8
1379,9,7
1381,0,2
1384,9,3
1385,4,5
1387,4,0
1388,4,7
1395,7,2
1396,4,2
1397,8,0
1398,8,0
1401,5,9
1403,6,5
1404,8,0
1405,3,8
1409,2,0
1411,5,4
1413,1,0
1415,2,8
1416,8,0
1417,5,1
1419,5,4
1422,9,0
1423,5,3
1425,4,2
1429,8,0
1431,8,0
1432,0,6
1433,9,0
1436,6,4
1438,2,0
1449,3,6
1450,4,0
1451,4,0
1456,9,0
1457,4,0
1462,9,8
1466,0,6
1469,7,9
1470,0,9
1474,5,3
1475,2,0
1479,8,0
1480,8,0
1481,0,7
1482,5,3
1485,6,2
1486,5,3
1488,7,2
1489,7,3
1490,7,0
1494,1,2
1495,7,6
1496,3,6
1499,3,2
1500,2,5
1501,2,5
1509,4,0
1510,3,2
1513,5,0
1516,4,3
1517,5,3
1528,3,7
1530,2,0
1531,6,5
1532,2,0
1533,2,0
1534,3,5
