index,true,pred
1,9,1
2,9,1
6,2,6
9,3,5
12,7,0
13,2,0
15,9,6
16,9,0
17,3,0
20,4,0
24,2,0
28,4,5
31,9,6
33,3,4
35,0,2
38,3,2
40,5,4
45,1,0
47,2,0
50,9,0
51,5,3
53,9,0
56,5,3
57,2,4
61,1,6
64,1,0
65,1,0
66,4,2
69,8,0
73,7,5
74,3,2
76,9,0
79,1,6
81,5,7
82,4,3
83,5,2
90,2,6
94,1,5
96,1,0
97,1,9
103,6,0
107,5,3
108,2,0
109,9,0
111,8,0
116,0,4
118,9,1
119,1,0
121,2,4
122,9,1
126,1,6
127,9,0
128,5,4
132,6,0
134,1,0
135,8,0
136,1,0
137,1,6
138,2,0
139,8,0
141,3,4
147,9,1
148,5,3
151,6,1
152,7,4
155,8,0
156,5,0
157,5,4
159,3,1
162,4,5
167,5,3
168,1,0
170,8,0
173,5,2
177,5,2
179,0,2
181,7,4
182,5,3
183,5,4
184,1,0
187,6,2
188,9,0
189,0,5
191,7,0
192,8,0
193,8,0
195,5,3
196,2,4
197,3,4
198,5,2
202,9,1
207,3,8
208,9,1
215,5,3
216,8,2
217,5,3
221,8,0
222,8,0
224,6,0
225,9,0
227,1,0
230,7,5
232,6,4
235,6,4
236,1,0
237,7,4
238,1,0
240,8,0
242,6,4
246,8,0
249,6,3
250,1,0
251,3,4
259,8,0
260,5,4
268,4,3
271,2,4
273,9,5
274,9,5
277,5,3
285,5,2
286,6,4
288,2,4
290,8,0
291,8,1
293,0,2
297,5,3
298,6,2
303,2,0
304,1,0
306,9,1
307,9,5
308,0,2
309,8,0
310,4,2
311,1,0
314,3,2
316,9,1
321,7,5
322,9,6
323,1,0
324,5,2
325,1,0
326,6,3
327,6,2
328,8,0
329,7,5
335,2,3
337,5,3
338,7,2
339,5,3
340,9,0
342,3,0
347,6,3
350,6,4
351,6,3
352,0,8
354,1,0
355,6,0
356,2,3
357,9,0
358,2,4
359,5,2
360,9,0
366,7,0
368,6,2
369,9,1
370,3,2
374,5,3
375,1,6
377,3,2
378,4,3
380,5,3
383,2,4
388,7,3
389,1,6
392,0,2
393,1,0
395,3,0
396,1,0
397,8,6
403,2,4
406,9,0
408,9,1
409,6,3
410,8,0
413,7,4
416,3,2
421,2,4
423,2,4
424,5,3
427,1,0
431,5,3
433,7,4
435,4,7
438,9,0
440,7,2
441,8,0
442,8,0
443,9,0
444,9,1
446,3,6
447,4,3
450,5,2
451,6,3
455,0,2
456,8,0
458,4,3
459,8,6
460,8,2
462,5,3
465,8,6
471,5,4
472,9,1
473,6,4
480,9,1
483,2,6
485,8,0
486,1,6
487,8,4
492,7,1
493,1,7
496,8,4
499,7,2
500,5,3
501,8,1
504,0,2
505,4,6
506,1,2
507,8,1
508,9,1
509,8,1
510,2,5
512,9,1
514,7,3
515,5,2
518,8,0
519,8,0
524,1,0
530,9,0
533,2,3
534,5,2
535,5,3
537,7,4
538,2,0
539,2,4
541,9,0
542,5,2
544,2,5
547,1,0
553,9,1
556,6,2
558,2,4
559,2,7
561,1,6
563,4,3
566,8,0
567,8,0
569,5,2
573,5,2
575,7,4
577,9,0
579,9,1
583,3,4
584,8,2
585,8,6
588,6,0
591,6,3
601,8,1
602,8,3
603,3,0
605,0,6
606,1,0
607,5,3
612,9,1
616,4,3
620,6,3
621,4,2
623,7,2
624,5,7
626,0,4
627,8,6
631,8,0
633,6,2
634,9,0
635,9,2
639,3,2
643,9,0
644,1,6
646,2,3
647,7,3
649,2,4
653,5,2
657,9,5
659,9,1
660,4,3
661,4,2
664,9,1
666,9,0
670,5,0
671,7,0
672,9,0
673,2,4
675,5,3
678,3,2
680,6,0
681,5,3
682,6,3
683,9,0
686,5,0
696,2,4
701,2,6
703,9,3
708,0,4
709,2,0
710,6,0
714,1,0
716,8,0
718,6,2
720,6,4
722,7,2
724,2,3
726,5,2
727,7,4
729,5,0
732,5,3
734,5,3
736,8,0
739,7,2
741,8,0
743,1,6
747,1,0
748,0,2
749,9,0
750,5,3
751,5,0
753,1,9
754,7,5
755,6,4
760,7,3
762,5,3
763,9,0
766,8,0
767,5,2
768,9,6
769,9,1
776,3,7
777,8,0
778,2,3
780,4,3
784,5,3
786,8,0
788,3,0
792,3,4
795,8,0
796,2,0
797,7,2
798,9,5
803,2,3
804,2,4
805,3,2
809,3,2
810,2,5
811,8,0
814,5,3
815,1,0
816,4,0
817,5,4
819,6,3
820,2,3
821,7,3
823,1,0
826,8,1
828,9,1
830,2,4
831,4,0
832,2,0
833,1,0
835,1,0
837,6,2
839,5,0
841,1,0
842,7,4
844,4,7
847,7,4
849,2,4
850,3,4
851,5,2
852,5,3
853,5,8
854,6,3
860,8,0
864,2,3
865,3,4
867,9,6
868,4,6
870,8,2
873,1,9
874,1,6
875,5,4
877,9,1
879,1,0
880,8,0
882,3,2
883,9,1
890,9,6
891,8,0
893,1,6
894,5,2
895,3,4
897,8,0
900,9,6
901,8,6
909,8,0
910,2,3
911,0,2
912,2,6
915,9,1
916,7,6
918,5,3
922,3,4
