index,true,pred
18,6,2
24,4,2
55,6,0
77,6,0
110,8,0
113,6,3
139,4,2
152,8,0
161,8,0
164,6,0
165,2,0
168,6,0
169,0,2
179,4,2
181,4,6
194,4,2
215,3,4
216,8,0
232,6,0
238,4,2
242,4,6
245,6,0
249,7,9
259,3,1
287,8,3
289,8,0
290,4,2
292,6,0
297,6,2
311,4,2
313,8,3
315,4,3
316,6,3
339,4,3
346,6,0
347,8,1
350,2,3
353,6,0
356,8,4
367,6,0
394,8,0
398,2,6
408,8,2
410,6,0
416,2,4
422,2,0
486,4,2
495,6,0
501,2,6
502,6,4
506,6,0
520,8,3
526,6,0
549,6,0
550,3,0
567,4,2
579,8,0
595,3,0
610,8,0
612,4,2
622,4,2
623,6,2
628,8,3
653,8,3
677,4,2
687,4,3
688,6,0
698,4,2
700,0,6
733,4,6
735,8,0
747,8,4
773,6,0
781,6,2
801,8,3
810,4,2
820,6,0
853,8,0
854,3,1
860,6,2
875,6,3
887,8,3
902,5,9
907,8,3
912,4,2
923,4,2
933,4,2
949,6,2
955,2,6
970,6,2
979,4,2
982,6,2
1009,6,4
1032,4,2
1033,8,3
1048,8,0
1059,8,3
1068,2,0
1072,2,0
1074,6,0
1087,6,2
1110,0,2
1113,4,2
1119,6,0
1130,3,1
1134,3,1
1135,8,0
1140,4,3
1145,8,0
1147,6,0
1156,6,2
1166,8,3
1193,4,3
1200,6,0
1202,0,6
1207,4,2
1216,6,0
1226,3,1
1246,4,2
1248,8,3
1251,6,0
1262,4,6
1271,4,3
1278,8,4
1287,6,0
1300,4,2
1309,7,9
1312,4,2
1318,4,2
1323,8,7
1330,4,2
1338,4,2
1360,8,4
1369,3,4
1373,6,2
1375,6,2
1382,8,2
1388,6,0
1419,6,3
1432,4,2
1438,6,0
1442,2,3
1454,4,2
1470,4,2
1472,6,0
1481,3,1
1489,0,6
1494,6,2
1521,6,2
1537,4,3
1543,6,2
1551,4,2
1562,6,2
1595,2,6
1600,3,0
1617,4,3
1626,6,0
1630,8,0
1642,6,3
1644,8,4
1660,4,6
1661,6,2
1669,8,3
1681,0,3
1684,6,2
1687,6,3
1688,8,0
1691,4,2
1705,9,7
1715,4,6
1717,4,2
1718,6,2
1722,6,2
1759,8,0
1761,1,0
1767,4,2
1779,6,2
1780,4,3
1796,6,0
1810,4,3
1823,2,0
1824,4,2
1830,6,2
1840,6,0
1845,8,7
1851,2,3
1853,4,2
1859,8,0
1862,6,3
1874,8,4
1876,4,2
1906,4,2
1927,8,4
1935,6,0
1957,8,4
1962,8,6
1963,2,0
1964,8,4
1969,6,2
1979,6,0
1982,8,4
1991,8,0
2004,3,1
2012,6,0
2017,4,3
2037,6,0
2044,4,3
2062,0,6
2069,4,6
2078,6,0
2079,6,2
2083,6,0
2106,6,2
2110,4,6
2112,6,0
2131,6,0
2144,6,2
2162,4,2
2187,4,3
2202,6,0
2213,0,3
2222,6,2
2239,2,6
2241,4,2
2248,6,0
2264,4,2
2274,8,0
2279,4,2
2298,8,0
2349,3,1
2388,8,0
2394,6,2
2395,4,2
2426,0,3
2433,6,0
2446,6,0
2451,4,2
2454,2,3
2457,3,1
2464,4,1
2467,6,3
2468,6,3
2490,4,6
2492,6,0
2498,8,0
2538,3,1
2550,4,2
2554,8,0
2560,6,0
2562,2,3
2563,2,0
2600,6,3
2602,8,0
2611,6,0
2622,8,0
2628,4,2
2638,4,2
2644,4,2
2650,6,2
2658,6,0
2679,8,0
2683,1,3
2702,2,3
2705,4,2
2708,6,0
2719,6,2
2775,6,1
2785,4,2
2787,4,3
2799,1,3
2802,4,2
2843,6,0
2850,6,0
2853,3,1
2869,7,9
2918,3,6
2934,6,2
2935,4,2
2951,6,0
2971,8,2
2978,6,0
2980,6,2
2983,4,6
2993,8,0
3054,4,3
3056,8,0
3087,6,0
3094,4,2
3104,4,2
3116,4,2
3121,9,7
3124,2,4
3131,8,4
3170,6,0
3191,6,3
3204,6,2
3214,2,0
3234,6,2
3240,6,0
3250,4,3
3257,4,2
3267,6,0
3270,6,0
3276,4,2
3289,4,2
3293,6,0
3298,6,0
3304,9,7
3312,3,1
3331,6,2
3333,0,6
3343,8,3
3374,2,3
3389,4,2
3395,4,2
3410,8,5
3413,6,0
3415,2,4
3435,8,0
3437,3,1
3439,6,0
3467,8,0
3480,6,0
3512,0,3
3525,2,0
3533,6,0
3547,4,2
3554,6,0
3572,4,3
3589,6,2
3591,4,2
3598,2,4
3601,8,0
3618,4,3
3625,2,6
3639,6,4
3648,6,0
3654,6,0
3657,6,4
3660,4,2
3664,8,4
3683,4,2
3739,3,1
3748,8,3
3751,4,2
3754,4,3
3776,6,0
3785,8,0
3804,4,3
3807,4,2
3811,3,1
3829,0,3
3834,8,0
3856,2,4
3859,4,3
3863,8,4
3895,8,0
3902,2,4
3925,6,0
3932,8,0
3938,6,0
3945,6,0
3946,6,0
