index,true,pred
3,3,6
7,2,4
10,0,6
13,5,7
20,3,6
24,4,2
47,3,6
56,6,0
76,4,2
113,6,3
169,0,4
201,5,7
203,6,4
204,3,2
215,3,4
217,5,9
224,5,9
227,5,9
232,6,0
273,2,4
287,8,3
292,6,0
297,6,2
305,1,3
306,6,4
318,3,6
327,3,6
339,4,3
345,5,9
350,2,3
361,6,4
377,0,6
383,0,6
398,2,6
405,2,4
416,2,4
433,4,3
445,0,6
466,5,7
485,6,2
486,4,2
501,2,6
502,6,4
506,6,0
545,2,4
546,2,4
550,3,0
571,3,6
595,3,6
609,3,2
637,2,4
640,0,6
645,0,6
655,5,7
698,4,2
700,0,6
701,3,4
707,2,4
748,6,0
756,3,2
773,6,8
801,8,6
802,3,6
809,6,4
830,0,6
838,6,4
860,6,2
863,3,4
865,1,0
902,5,7
910,0,6
921,5,7
925,6,4
940,6,4
950,0,6
955,2,6
970,6,2
979,4,2
982,6,4
986,5,7
1009,6,4
1013,0,6
1022,2,4
1071,0,6
1085,5,7
1087,6,2
1110,0,2
1111,5,7
1119,6,0
1150,3,4
1154,5,9
1156,6,4
1174,2,4
1190,3,6
1200,6,0
1202,0,6
1206,2,4
1226,3,1
1228,0,6
1251,6,0
1277,6,4
1281,5,7
1287,6,0
1290,3,2
1303,0,6
1304,3,6
1311,0,6
1325,0,6
1369,3,4
1388,6,0
1404,2,4
1433,2,4
1489,0,6
1494,6,2
1516,0,6
1521,6,2
1538,5,8
1543,6,2
1562,6,4
1581,0,6
1590,0,6
1595,2,6
1600,3,6
1617,4,3
1629,2,6
1645,6,4
1648,4,2
1674,3,6
1684,6,4
1687,6,3
1695,3,6
1705,9,7
1722,6,2
1729,4,2
1761,1,0
1762,3,4
1781,5,7
1787,3,6
1794,6,4
1796,6,8
1797,3,6
1823,2,0
1827,3,6
1832,5,9
1836,6,4
1848,5,9
1849,6,0
1850,0,6
1876,4,2
1897,0,6
1906,4,2
1942,0,6
1961,3,6
1963,2,6
1979,6,0
1994,2,4
2012,6,0
2052,0,6
2058,0,6
2062,0,6
2069,4,6
2079,6,2
2099,0,6
2106,6,2
2110,4,6
2131,6,0
2132,3,4
2135,5,7
2142,5,9
2144,6,2
2149,2,4
2157,5,7
2170,2,4
2193,3,4
2211,2,4
2213,0,6
2214,6,4
2222,6,2
2223,2,4
2226,5,9
2239,2,6
2241,4,2
2243,6,4
2259,2,4
2276,2,4
2279,4,2
2310,0,6
2329,2,4
2367,0,6
2394,6,2
2405,3,6
2433,6,0
2446,6,0
2454,2,4
2464,4,2
2468,6,3
2482,5,7
2483,2,4
2486,5,7
2512,5,7
2543,3,6
2547,5,7
2560,6,0
2562,2,3
2563,2,6
2566,7,9
2573,3,4
2579,6,4
2594,0,6
2611,6,0
2619,6,4
2620,2,4
2623,3,6
2661,3,8
2683,1,3
2702,2,6
2707,0,6
2712,0,6
2719,6,2
2743,4,0
2746,5,9
2753,0,6
2754,2,4
2775,6,2
2787,4,3
2790,5,7
2798,6,4
2799,1,3
2805,5,7
2814,6,4
2827,2,4
2829,3,4
2843,6,0
2853,3,6
2862,6,4
2863,6,4
2885,4,3
2894,6,4
2896,0,6
2910,5,8
2915,5,7
2918,3,6
2920,6,4
2948,7,9
2963,2,4
2966,3,0
2978,6,0
2980,6,2
3010,2,4
3033,2,4
3042,6,4
3078,0,6
3086,0,6
3087,6,0
3099,5,9
3119,2,6
3121,9,7
3124,2,4
3130,0,6
3170,6,0
3214,2,0
3227,0,6
3231,5,9
3234,6,2
3240,6,8
3252,1,2
3261,5,7
3270,6,0
3311,3,6
3331,6,2
3333,0,6
3361,6,4
3365,3,6
3376,2,4
3391,2,4
3398,6,2
3415,2,4
3472,0,6
3512,0,3
3518,2,4
3522,5,9
3530,6,4
3547,4,2
3553,0,6
3566,2,4
3589,6,2
3598,2,4
3625,2,6
3636,5,9
3639,6,4
3642,6,4
3657,6,4
3673,5,7
3699,2,4
3725,6,4
3791,0,6
3807,4,2
3829,0,3
3849,6,2
3856,2,4
3870,3,0
3884,2,4
3897,3,6
3902,2,4
3915,0,6
3925,6,0
3932,8,0
3946,6,0
3950,2,4
3957,5,9
3973,1,3
3977,5,7
3980,0,6
3988,4,6
3993,6,2
4014,5,7
4023,6,0
4027,6,3
4028,6,0
4033,6,0
4046,6,4
4057,0,6
4070,5,7
4084,2,0
4085,0,6
4086,5,7
4088,5,7
4091,4,6
4131,6,4
4143,5,9
4149,3,6
4150,6,2
4153,5,7
4166,4,2
4181,5,9
4210,0,6
4219,6,2
4225,6,0
4228,2,4
4230,6,2
4239,2,4
4244,2,4
4274,0,6
4288,2,4
4299,5,8
4311,5,9
4317,2,4
4321,6,4
4330,0,6
4332,6,2
4339,5,7
4341,4,2
4353,6,2
4355,2,6
4382,6,4
4388,0,6
4396,2,4
4422,6,2
4424,0,2
4435,3,6
4450,2,4
4460,4,2
4464,6,4
4498,2,4
4511,0,6
4515,6,2
4546,0,6
4552,5,9
4615,6,4
4624,6,4
4649,2,4
4675,5,7
4690,4,2
4701,5,9
4702,6,2
4704,0,6
4732,2,4
4759,2,4
4773,6,2
4778,6,2
4804,5,7
4873,5,7
4880,2,4
4882,6,0
4891,4,2
4921,4,2
4944,6,0
4950,4,2
4958,5,7
4965,6,0
4966,2,4
4973,4,2
5035,3,0
5040,9,7
5041,6,4
5049,2,4
5060,3,6
5066,4,3
5082,3,0
5088,3,0
5092,5,7
5114,0,6
5119,0,2
5132,4,2
5134,5,9
5157,5,7
5161,2,4
5165,6,0
5170,6,2
5176,6,4
5199,3,6
5219,6,3
5222,6,0
5229,6,4
5254,0,2
5290,0,6
5298,0,6
5301,6,4
5315,5,7
5320,0,6
5324,2,4
5331,4,3
5334,5,9
5347,6,2
5357,0,6
5358,0,6
5363,5,7
5374,0,6
5381,3,0
5383,5,9
5385,5,9
5391,5,9
5399,4,2
5412,0,6
5416,6,2
5423,2,6
5445,6,0
5447,3,2
5451,9,7
5459,0,6
5495,3,4
5512,1,3
5528,6,4
5546,0,2
5564,6,2
5590,6,4
5596,1,2
5598,6,2
5600,9,7
5617,0,6
5666,5,7
5668,6,2
5669,5,9
5698,2,4
5703,0,6
5714,6,4
5736,2,4
5770,2,6
5774,0,6
5788,4,2
