index,true,pred
3,4,6
4,1,0
9,3,1
12,7,0
13,2,9
15,9,1
17,3,5
18,2,6
21,3,0
24,2,0
27,5,2
31,9,0
33,3,5
36,3,4
39,3,6
40,5,2
42,2,4
45,1,9
47,2,8
53,9,0
56,5,2
57,2,3
61,1,4
63,2,6
66,4,7
68,7,0
71,9,2
72,6,4
74,3,4
78,3,4
80,3,8
81,5,2
82,4,6
83,5,8
86,4,7
88,9,0
90,2,4
92,8,1
97,1,9
98,4,6
101,3,5
107,5,3
110,9,1
111,8,0
114,7,0
122,9,4
126,1,0
128,5,4
131,7,4
134,1,0
136,1,9
137,1,4
140,1,9
141,3,6
146,9,2
148,5,2
150,3,4
151,6,0
157,5,6
159,3,1
162,4,0
165,0,8
166,9,1
167,5,2
174,3,6
175,4,6
179,0,2
180,4,2
182,5,3
183,5,6
184,1,0
186,9,1
188,9,4
189,0,2
196,2,3
197,3,4
203,3,5
207,3,8
211,7,8
215,5,3
217,5,4
218,2,5
223,0,9
229,3,5
232,6,2
235,6,5
236,1,0
237,7,4
241,3,8
251,3,4
253,3,4
258,3,5
260,5,2
262,1,0
266,3,5
271,2,7
272,4,0
273,9,0
281,2,0
282,1,6
283,2,3
291,8,0
292,6,0
294,7,2
296,4,0
297,5,6
303,2,0
307,9,6
314,3,2
316,9,0
327,6,0
329,7,0
332,0,4
333,3,4
334,3,4
336,4,6
339,5,3
342,3,6
346,4,6
348,0,7
349,0,2
356,2,4
358,2,0
366,7,0
367,3,2
368,6,2
369,9,1
370,3,5
375,1,9
377,3,4
381,4,2
382,7,2
384,3,6
385,9,1
389,1,6
392,0,5
394,7,4
395,3,4
396,1,6
399,4,6
400,2,3
404,0,9
406,9,0
412,7,0
414,4,9
416,3,5
417,0,8
419,9,1
421,2,3
423,2,4
426,5,3
428,9,1
435,4,2
439,0,2
446,3,6
448,0,8
449,4,7
455,0,4
462,5,2
466,1,9
470,7,2
471,5,7
473,6,2
476,3,9
477,4,6
478,7,5
479,3,0
481,0,2
494,3,5
496,8,3
497,0,2
500,5,2
502,2,5
505,4,0
510,2,7
511,9,4
513,2,0
515,5,4
522,2,3
526,4,2
533,2,6
535,5,0
542,5,2
548,3,5
553,9,0
555,0,8
559,2,7
561,1,6
563,4,5
569,5,4
570,7,0
577,9,1
583,3,2
591,6,4
594,9,0
597,3,6
599,1,0
603,3,4
604,0,8
605,0,4
608,0,2
611,7,1
612,9,0
613,9,0
615,9,2
616,4,7
621,4,2
624,5,2
626,0,5
627,8,9
630,2,0
632,4,0
638,3,6
639,3,8
640,6,4
642,4,6
646,2,3
647,7,0
649,2,6
654,7,4
660,4,6
663,0,8
664,9,1
665,4,6
666,9,1
667,6,4
668,9,1
671,7,0
672,9,1
673,2,4
674,4,2
