index,true,pred
0,6,5
9,3,0
10,4,5
13,2,5
16,9,6
17,3,5
24,2,9
26,3,5
27,5,9
28,4,0
30,0,2
31,9,6
33,3,5
36,3,5
38,3,9
39,3,4
41,2,0
42,2,0
44,1,5
45,1,9
47,2,4
48,2,5
50,9,0
55,2,6
56,5,2
58,4,5
63,2,9
65,1,9
73,7,5
74,3,5
75,1,9
78,3,5
79,1,8
80,3,5
81,5,2
82,4,5
83,5,9
84,7,4
85,7,5
86,4,5
88,9,1
89,4,5
90,2,5
91,3,5
93,0,2
94,1,5
96,1,8
97,1,5
98,4,5
99,1,2
101,3,5
103,6,8
104,6,5
105,1,9
108,2,0
110,9,0
112,1,9
118,9,0
121,2,0
123,2,5
127,9,0
130,4,5
132,6,5
134,1,0
136,1,9
137,1,8
140,1,3
141,3,9
142,3,5
144,2,0
145,4,5
146,9,5
150,3,5
151,6,0
153,4,5
158,4,7
159,3,9
161,8,0
162,4,5
163,7,5
167,5,0
168,1,3
171,2,0
174,3,6
175,4,2
178,7,5
179,0,5
180,4,2
181,7,5
183,5,8
184,1,9
186,9,5
187,6,5
189,0,9
191,7,0
193,8,0
195,5,9
196,2,6
197,3,5
201,1,3
203,3,0
220,0,4
223,0,4
229,3,5
230,7,9
231,6,5
233,0,8
236,1,9
238,1,9
239,5,9
241,3,2
243,6,4
246,8,0
247,4,5
248,6,5
250,1,8
251,3,9
254,4,2
255,1,9
257,1,8
258,3,5
259,8,6
265,9,6
266,3,0
268,4,5
270,9,3
273,9,0
275,1,3
277,5,9
279,0,5
283,2,0
287,3,6
288,2,5
289,7,0
292,6,4
295,9,0
296,4,7
298,6,8
299,4,5
300,2,3
302,1,5
303,2,5
304,1,8
310,4,0
311,1,9
314,3,5
315,3,6
320,7,5
325,1,8
329,7,9
333,3,4
334,3,5
335,2,0
336,4,6
337,5,2
342,3,5
344,0,4
346,4,6
347,6,5
349,0,5
350,6,5
352,0,5
356,2,3
360,9,0
361,6,5
364,1,9
370,3,5
377,3,5
378,4,3
380,5,9
382,7,0
384,3,5
388,7,5
389,1,5
392,0,4
393,1,0
394,7,4
395,3,5
396,1,5
398,4,5
399,4,5
400,2,7
402,2,5
403,2,0
407,0,1
413,7,3
414,4,7
416,3,5
421,2,5
423,2,9
424,5,9
428,9,1
429,4,6
433,7,5
