index,true,pred
0,6,4
6,2,4
13,2,5
17,3,4
21,3,0
23,6,4
24,2,9
25,6,4
27,5,9
28,4,9
29,0,2
33,3,4
35,0,7
36,3,0
38,3,7
39,3,6
40,5,9
42,2,4
45,1,9
47,2,0
49,0,3
51,5,7
57,2,4
59,3,5
61,1,2
66,4,2
68,7,6
70,5,2
72,6,2
73,7,8
74,3,4
77,0,8
78,3,2
80,3,2
81,5,4
83,5,0
84,7,4
85,7,4
87,7,4
90,2,5
91,3,2
93,0,4
95,6,4
109,9,1
115,0,2
116,0,7
117,6,4
121,2,4
125,6,2
129,0,2
131,7,2
137,1,2
139,8,0
140,1,9
143,6,4
150,3,4
151,6,5
154,6,3
156,5,4
157,5,4
159,3,7
162,4,6
164,6,4
167,5,3
168,1,9
169,3,4
171,2,3
173,5,2
176,1,9
177,5,2
178,7,4
182,5,4
183,5,3
185,0,9
187,6,4
188,9,2
191,7,3
193,8,0
195,5,0
196,2,4
198,5,0
199,0,2
200,6,3
203,3,0
210,6,3
217,5,4
218,2,5
220,0,2
227,1,9
229,3,5
230,7,9
232,6,4
234,6,4
235,6,5
239,5,0
242,6,4
243,6,4
248,6,4
250,1,8
251,3,9
258,3,4
260,5,2
266,3,7
267,7,4
279,0,1
280,8,1
281,2,6
283,2,3
284,0,2
286,6,4
288,2,4
292,6,4
294,7,4
296,4,7
298,6,4
300,2,3
305,5,2
308,0,7
311,1,9
312,1,3
315,3,2
320,7,4
321,7,6
326,6,4
327,6,3
331,3,5
332,0,2
333,3,2
334,3,0
335,2,4
336,4,5
337,5,3
338,7,3
339,5,2
341,0,2
342,3,5
344,0,2
348,0,2
349,0,6
352,0,4
358,2,8
359,5,3
361,6,4
367,3,9
369,9,1
370,3,9
371,0,2
374,5,3
375,1,9
376,0,9
380,5,4
383,2,4
387,6,4
390,4,2
392,0,2
397,8,4
403,2,4
404,0,9
407,0,1
408,9,1
409,6,4
411,2,7
413,7,4
415,0,2
416,3,4
418,8,0
421,2,4
424,5,9
426,5,3
431,5,4
433,7,3
437,6,4
440,7,5
441,8,2
444,9,2
446,3,5
448,0,8
449,4,5
452,6,4
453,0,2
455,0,2
457,0,2
458,4,3
459,8,4
460,8,4
462,5,7
467,0,2
469,7,4
471,5,0
473,6,4
474,2,0
475,8,9
478,7,4
479,3,9
483,2,4
488,6,4
491,5,4
493,1,9
