index,true,pred
1,9,7
4,1,3
5,1,3
6,2,3
12,7,4
13,2,9
14,9,7
17,3,9
19,6,9
21,3,1
22,6,4
24,2,3
25,6,5
27,5,3
29,0,3
31,9,3
33,3,2
35,0,7
36,3,5
39,3,2
44,1,7
45,1,9
47,2,0
51,5,9
53,9,8
55,2,3
58,4,2
59,3,9
61,1,3
65,1,9
66,4,2
70,5,9
71,9,7
74,3,6
75,1,9
77,0,1
78,3,7
79,1,8
80,3,9
81,5,3
83,5,2
85,7,1
87,7,2
88,9,3
91,3,9
95,6,2
96,1,8
99,1,3
101,3,5
102,9,3
103,6,1
105,1,9
107,5,3
112,1,7
113,7,3
114,7,9
116,0,3
119,1,9
122,9,7
124,6,3
126,1,3
127,9,7
128,5,3
130,4,2
132,6,3
133,7,3
136,1,6
137,1,6
140,1,3
143,6,2
146,9,7
147,9,3
148,5,9
150,3,4
151,6,0
153,4,2
155,8,0
156,5,2
157,5,3
159,3,8
160,1,9
162,4,5
164,6,2
166,9,3
167,5,2
168,1,3
174,3,6
176,1,3
177,5,2
179,0,8
180,4,2
181,7,1
185,0,9
186,9,3
187,6,4
188,9,7
189,0,3
195,5,3
199,0,8
200,6,2
203,3,9
204,6,4
206,1,3
207,3,9
210,6,3
212,1,9
214,9,5
215,5,3
216,8,0
217,5,3
222,8,0
223,0,8
226,1,7
227,1,3
228,6,3
229,3,5
230,7,3
231,6,4
232,6,4
235,6,4
236,1,9
237,7,4
238,1,3
242,6,4
243,6,2
248,6,2
251,3,6
253,3,4
254,4,2
255,1,9
258,3,7
259,8,9
260,5,2
262,1,3
265,9,3
267,7,8
269,9,3
272,4,2
273,9,8
274,9,3
277,5,7
278,9,3
284,0,8
287,3,2
290,8,4
292,6,1
293,0,6
294,7,2
295,9,3
296,4,1
298,6,3
299,4,2
300,2,3
303,2,4
306,9,3
307,9,2
308,0,6
311,1,9
315,3,9
316,9,3
318,7,0
319,9,1
320,7,4
322,9,3
324,5,1
325,1,9
326,6,5
330,1,3
331,3,5
335,2,5
336,4,6
338,7,3
339,5,3
340,9,3
342,3,6
344,0,3
345,4,2
347,6,4
348,0,3
349,0,2
350,6,4
352,0,7
353,8,3
354,1,6
355,6,2
356,2,3
357,9,3
360,9,6
363,4,2
364,1,3
366,7,9
368,6,2
369,9,1
370,3,5
371,0,3
375,1,3
377,3,5
380,5,3
381,4,6
385,9,8
389,1,7
391,7,3
392,0,4
393,1,9
395,3,2
396,1,8
401,0,8
404,0,8
410,8,0
413,7,2
416,3,7
420,4,2
424,5,7
427,1,6
431,5,2
433,7,1
439,0,3
440,7,2
442,8,0
443,9,8
445,3,1
448,0,8
450,5,1
451,6,2
454,1,3
460,8,7
461,1,3
462,5,9
464,6,2
465,8,3
466,1,7
467,0,9
471,5,3
473,6,4
476,3,7
478,7,2
481,0,8
482,1,3
483,2,6
486,1,6
492,7,1
493,1,3
494,3,5
496,8,3
497,0,5
498,1,3
499,7,3
500,5,3
505,4,7
507,8,1
508,9,3
510,2,7
511,9,7
514,7,2
515,5,2
517,3,6
519,8,7
520,4,2
521,4,2
524,1,9
527,0,8
530,9,3
532,6,3
535,5,3
536,1,3
537,7,3
539,2,4
546,8,6
547,1,9
548,3,5
550,3,1
552,6,5
555,0,9
559,2,5
561,1,6
568,1,3
573,5,3
575,7,2
580,8,3
583,3,4
585,8,0
587,6,2
588,6,4
589,7,1
590,1,3
595,7,1
599,1,9
601,8,0
603,3,4
604,0,8
606,1,8
608,0,2
611,7,2
612,9,3
615,9,3
617,1,3
619,6,4
621,4,2
622,4,2
626,0,4
627,8,3
629,3,7
632,4,7
633,6,5
635,9,6
638,3,5
639,3,8
640,6,3
641,7,3
643,9,3
644,1,9
645,6,4
647,7,5
648,2,3
649,2,6
653,5,3
657,9,3
659,9,4
660,4,3
664,9,1
667,6,2
668,9,3
669,4,2
670,5,7
671,7,3
672,9,8
673,2,4
674,4,6
675,5,7
676,1,3
677,4,6
680,6,3
682,6,5
685,3,4
686,5,1
690,1,8
692,6,4
693,4,5
697,5,8
701,2,6
702,3,5
703,9,5
705,4,2
707,8,3
708,0,2
709,2,6
710,6,8
712,4,2
713,0,3
714,1,6
717,3,5
718,6,9
719,9,3
722,7,3
724,2,9
726,5,7
729,5,7
731,0,6
733,0,2
734,5,3
735,0,3
737,2,8
738,6,2
740,3,9
743,1,9
745,6,4
751,5,3
753,1,3
755,6,5
756,9,3
758,4,2
761,1,8
763,9,0
764,4,2
772,1,3
775,2,5
776,3,5
778,2,6
781,6,8
788,3,8
792,3,6
797,7,2
798,9,1
803,2,3
804,2,5
805,3,9
806,3,1
807,6,2
809,3,5
812,0,9
815,1,8
817,5,4
818,6,4
819,6,3
820,2,5
821,7,3
822,0,8
826,8,0
828,9,3
832,2,5
834,1,7
835,1,3
836,6,2
837,6,4
838,6,4
840,1,3
843,0,9
844,4,2
845,3,0
847,7,5
850,3,4
851,5,3
852,5,2
853,5,3
854,6,4
855,1,3
857,3,5
858,7,5
860,8,7
861,3,7
862,6,4
864,2,3
865,3,4
866,0,8
868,4,8
872,0,7
873,1,3
874,1,6
875,5,3
877,9,3
879,1,9
880,8,6
882,3,5
884,9,7
885,2,9
886,9,5
887,4,2
892,8,4
893,1,3
895,3,4
900,9,3
901,8,4
903,6,4
905,0,4
906,0,8
911,0,4
913,7,5
914,6,2
915,9,8
916,7,1
917,1,3
918,5,4
920,6,4
921,6,5
923,6,3
927,0,8
931,6,4
936,1,3
937,6,2
940,0,9
941,3,2
942,1,7
944,5,3
946,4,1
949,3,2
950,9,3
951,4,2
955,3,5
956,7,3
958,8,6
961,6,2
962,1,7
963,2,5
964,9,7
966,4,2
968,7,3
971,8,0
974,0,8
975,2,7
977,1,9
978,1,9
981,5,0
982,4,2
983,0,8
984,5,7
985,6,4
988,5,2
989,0,3
991,1,9
993,5,2
997,1,4
998,3,0
1002,3,2
1003,2,5
1005,4,2
1008,2,3
1009,2,5
1012,0,2
1013,6,2
1014,8,0
1017,6,5
1018,4,2
1020,1,8
1021,1,6
1023,6,5
1025,3,2
1026,9,1
1027,6,2
1032,8,7
1033,5,7
1034,9,7
1035,6,1
1036,8,3
1037,1,3
1040,2,3
1041,3,5
1043,9,4
1044,0,8
1045,9,3
1046,7,3
1048,3,6
1051,6,3
1052,1,3
1055,3,2
1062,9,7
1067,2,8
1069,4,2
1070,3,2
1071,7,0
1073,9,3
1074,3,5
1075,9,5
1076,3,5
1077,2,9
1078,9,3
1079,1,7
1081,5,3
1082,9,7
1083,7,0
1084,2,4
1085,6,4
1086,0,8
1089,7,8
1093,5,4
1094,7,3
1095,1,3
1097,0,7
1098,3,4
1100,3,5
1101,6,4
1102,9,1
1104,3,5
1107,2,4
1109,3,5
1112,9,7
1113,7,5
1118,7,2
1119,0,8
1120,3,5
1121,3,2
1126,6,4
1128,3,4
1131,6,9
1136,5,2
1138,8,1
1139,2,0
1145,1,3
1146,2,3
1148,4,2
1149,7,1
1150,3,9
1151,8,9
1153,1,3
1154,6,2
1156,5,7
1157,5,3
1159,6,3
1160,3,4
1161,6,1
1164,3,6
1165,7,2
1166,0,8
1170,1,3
1174,8,7
1175,6,4
1182,4,7
1187,0,4
1188,0,2
1189,2,4
1190,9,3
1195,0,8
1196,3,9
1197,7,5
1200,7,3
1201,9,1
1202,3,5
1204,5,3
1205,0,8
1208,3,6
1211,0,4
1213,9,8
1216,0,9
1218,7,2
1222,6,9
1223,9,3
1224,5,9
1226,7,9
1227,0,2
1228,6,2
1230,8,3
1231,9,4
1232,9,6
1233,9,3
1234,0,8
1237,6,4
1238,4,2
1239,8,3
1240,1,3
1245,8,3
1246,6,4
1248,6,2
1252,3,4
1254,4,3
1257,3,5
1259,6,1
1260,0,9
1269,4,2
1270,0,3
1271,3,2
