index,true,pred
2,0,3
4,0,3
10,0,6
17,0,6
24,4,2
26,0,6
61,0,6
64,0,6
67,0,6
70,3,6
79,9,5
89,9,7
90,9,7
107,9,7
129,1,3
149,0,6
169,0,4
171,0,6
182,0,6
186,0,3
191,0,6
194,4,2
202,0,6
207,0,6
215,3,4
222,0,3
225,0,6
269,0,6
273,2,4
287,8,6
297,6,2
302,0,6
304,0,6
305,1,3
317,9,5
339,4,3
347,8,6
350,2,3
360,9,5
377,0,6
383,0,6
392,0,6
398,2,6
405,2,4
415,0,6
416,2,4
445,0,6
472,7,5
493,0,6
501,2,6
502,6,4
508,3,4
530,0,3
533,9,5
545,2,4
565,0,6
571,3,6
595,3,6
640,0,6
645,0,3
656,4,3
662,0,6
672,4,6
678,0,6
684,2,4
687,4,3
696,2,4
698,4,2
700,0,6
701,3,4
707,2,4
712,0,6
721,8,4
733,4,6
740,1,3
745,0,6
751,1,3
780,0,6
801,8,3
825,0,6
830,0,3
849,0,3
858,0,6
860,6,2
863,3,4
864,1,3
897,1,3
905,0,6
910,0,6
912,4,6
942,0,6
950,0,6
955,2,6
967,0,6
970,6,2
971,9,5
1005,0,6
1009,6,4
1013,0,6
1018,9,5
1022,2,4
1043,1,3
1068,2,6
1071,0,3
1086,9,7
1087,6,2
1103,0,6
1110,0,2
1140,4,6
1165,6,3
1170,0,3
1174,2,4
1202,0,6
1206,2,4
1228,0,6
1232,9,7
1260,2,6
1262,4,6
1271,4,3
1279,2,6
1288,0,6
1301,0,6
1303,0,6
1311,0,6
1323,8,9
1325,0,6
1338,4,2
1363,4,6
1369,3,4
1396,0,6
1406,3,6
1410,0,6
1419,6,3
1424,0,6
1442,2,3
1448,1,3
1456,2,4
1479,0,6
1480,9,5
1489,0,6
1494,6,2
1516,0,6
1521,6,2
1536,0,6
1537,4,3
1543,6,2
1547,0,6
1571,9,7
1581,0,3
1589,0,6
1590,0,6
1595,2,6
1600,3,6
1617,4,3
1642,6,3
1660,4,6
1681,0,3
1682,0,6
1684,6,4
1687,6,3
1705,9,7
1722,6,2
1726,9,7
1727,0,6
1731,0,6
1761,1,3
1791,0,6
1800,0,6
1815,0,6
1821,0,6
1823,2,6
1845,8,5
1850,0,6
1851,2,6
1853,4,2
1864,2,4
1876,4,2
1878,1,3
1884,0,6
1897,0,6
1907,0,6
1920,9,7
1942,0,6
1963,2,6
1971,0,6
2006,9,7
2012,6,0
2041,0,6
2049,0,3
2052,0,6
2058,0,6
2062,0,6
2068,9,5
2069,4,6
2070,0,3
2105,0,6
2106,6,2
2110,4,6
2118,0,6
2121,0,3
2127,0,6
2138,0,6
2144,6,2
2145,1,3
2172,2,4
2180,0,6
2187,4,3
2189,0,6
2211,2,4
2213,0,3
2219,1,3
2222,6,2
2223,2,6
2239,2,6
2241,4,2
2264,4,2
2276,2,4
2286,0,6
2288,9,7
2300,0,6
2303,0,6
2307,0,3
2310,0,6
2329,2,6
2344,1,3
2350,0,6
2363,0,6
2367,0,6
2394,6,2
2414,2,4
2420,0,6
2426,0,3
2454,2,4
2464,4,6
2468,6,3
2479,0,6
2490,4,6
2526,0,6
2529,4,6
2539,4,6
2562,2,3
2563,2,0
2594,0,6
2611,6,0
2615,0,6
2616,9,5
2620,2,4
2639,0,6
2642,1,3
2645,3,6
2661,3,4
2676,1,3
2683,1,3
2695,0,6
2707,0,6
2712,0,6
2730,0,6
2740,9,5
2741,0,6
2747,9,5
2753,0,6
2759,0,6
2772,0,6
2785,4,2
2787,4,3
2798,6,4
2799,1,3
2808,1,3
2815,9,5
2827,2,4
2832,0,6
2843,6,3
2887,0,6
2896,0,6
2918,3,6
2948,7,5
2958,2,4
2962,0,6
2980,6,2
2982,9,7
2983,4,6
2984,0,6
2994,0,6
3003,9,7
3009,0,6
3010,2,4
3033,2,6
3070,0,6
