index,true,pred
0,6,0
1,9,1
6,2,6
9,3,9
13,2,9
16,9,1
18,2,3
19,6,8
24,2,3
25,6,3
26,3,4
28,4,7
30,0,3
33,3,5
35,0,4
38,3,1
39,3,8
41,2,5
42,2,3
47,2,8
48,2,5
49,0,5
52,7,4
55,2,5
57,2,4
59,3,9
63,2,7
72,6,4
74,3,6
77,0,8
78,3,5
79,1,8
80,3,6
82,4,6
84,7,4
90,2,4
91,3,5
97,1,9
102,9,1
103,6,3
106,8,1
108,2,5
109,9,1
114,7,5
116,0,8
118,9,1
120,2,3
121,2,3
123,2,0
127,9,1
128,5,4
131,7,6
132,6,4
137,1,0
138,2,5
141,3,5
142,3,0
144,2,7
146,9,6
147,9,1
148,5,9
150,3,4
162,4,6
163,7,4
166,9,1
174,3,6
181,7,4
183,5,4
185,0,9
186,9,1
189,0,9
191,7,5
195,5,8
197,3,4
199,0,8
202,9,1
203,3,5
205,9,1
207,3,8
208,9,1
209,6,8
210,6,8
211,7,4
214,9,1
218,2,7
219,9,1
220,0,6
221,8,1
225,9,1
229,3,5
232,6,4
235,6,5
237,7,6
241,3,6
242,6,4
248,6,5
249,6,4
259,8,0
265,9,1
266,3,5
268,4,5
269,9,1
270,9,1
271,2,7
278,9,1
279,0,3
283,2,3
284,0,8
285,5,6
288,2,5
290,8,1
291,8,1
293,0,6
295,9,1
297,5,3
300,2,6
301,1,4
302,1,4
303,2,6
306,9,1
308,0,6
316,9,1
319,9,1
322,9,1
324,5,6
331,3,8
334,3,5
335,2,3
337,5,7
342,3,6
344,0,6
345,4,7
346,4,6
348,0,3
349,0,6
352,0,8
356,2,1
357,9,1
359,5,3
360,9,1
361,6,3
366,7,5
367,3,5
369,9,1
370,3,5
371,0,6
373,0,2
376,0,1
377,3,5
381,4,6
384,3,2
389,1,6
390,4,3
392,0,5
393,1,0
394,7,4
395,3,5
396,1,6
397,8,3
400,2,5
401,0,1
403,2,0
404,0,9
406,9,1
408,9,1
410,8,1
411,2,6
413,7,5
414,4,3
415,0,9
416,3,8
419,9,1
421,2,4
423,2,7
425,2,8
438,9,1
439,0,3
441,8,0
446,3,5
447,4,0
448,0,8
450,5,8
451,6,8
453,0,1
458,4,0
459,8,0
460,8,6
467,0,9
468,0,6
469,7,0
471,5,4
473,6,4
474,2,7
475,8,9
476,3,5
483,2,6
492,7,6
494,3,5
499,7,6
501,8,1
502,2,7
504,0,5
507,8,3
508,9,1
509,8,1
510,2,7
511,9,1
513,2,4
514,7,4
515,5,3
517,3,7
522,2,5
527,0,8
530,9,1
538,2,5
539,2,3
540,2,6
544,2,7
546,8,1
548,3,5
550,3,0
558,2,4
559,2,7
561,1,2
564,0,8
569,5,4
573,5,0
579,9,1
580,8,9
589,7,4
594,9,1
597,3,8
603,3,6
604,0,8
605,0,3
608,0,3
611,7,3
612,9,1
613,9,1
614,0,1
615,9,5
618,3,5
627,8,1
628,0,8
629,3,5
630,2,3
633,6,3
634,9,1
635,9,4
639,3,8
641,7,5
642,4,6
643,9,1
646,2,4
647,7,3
649,2,6
654,7,4
655,6,2
660,4,7
661,4,5
662,7,4
664,9,4
668,9,1
673,2,4
674,4,6
679,9,1
680,6,1
683,9,1
684,3,5
685,3,5
686,5,4
687,0,6
689,2,3
691,3,6
693,4,5
694,0,1
698,0,2
700,0,1
701,2,8
706,9,1
708,0,6
710,6,4
712,4,7
717,3,5
724,2,7
725,4,5
727,7,5
729,5,3
730,3,6
733,0,6
734,5,6
735,0,8
737,2,3
739,7,5
741,8,0
744,7,4
752,0,1
754,7,6
755,6,3
756,9,1
