index,true,pred
3,4,6
5,1,6
6,2,5
12,7,9
13,2,5
17,3,5
18,2,3
25,6,3
26,3,5
28,4,9
29,0,8
30,0,9
31,9,1
35,0,1
36,3,6
39,3,6
40,5,3
42,2,7
45,1,9
47,2,0
48,2,5
51,5,7
55,2,5
58,4,6
65,1,9
66,4,5
71,9,6
72,6,9
73,7,4
75,1,9
78,3,9
80,3,9
83,5,9
84,7,4
85,7,5
86,4,7
90,2,6
93,0,1
97,1,4
108,2,6
114,7,6
115,0,8
121,2,5
123,2,0
129,0,2
130,4,6
136,1,9
139,8,9
144,2,7
146,9,6
147,9,1
148,5,6
157,5,3
159,3,6
161,8,9
162,4,6
165,0,9
168,1,9
169,3,5
174,3,5
179,0,3
180,4,6
181,7,6
183,5,7
186,9,1
188,9,1
189,0,9
191,7,3
193,8,9
195,5,9
199,0,8
200,6,3
203,3,5
204,6,4
206,1,8
207,3,9
211,7,3
212,1,9
215,5,3
218,2,5
223,0,9
225,9,1
227,1,9
230,7,1
233,0,1
236,1,9
237,7,6
238,1,9
239,5,6
240,8,9
241,3,8
243,6,4
248,6,9
249,6,1
250,1,9
255,1,9
258,3,2
259,8,9
260,5,7
266,3,0
271,2,7
272,4,6
275,1,9
283,2,3
284,0,8
285,5,3
287,3,6
288,2,6
293,0,5
294,7,6
296,4,1
298,6,3
299,4,6
300,2,6
301,1,9
302,1,3
303,2,0
304,1,8
305,5,7
309,8,0
311,1,9
312,1,8
314,3,6
315,3,5
316,9,1
317,0,8
321,7,2
324,5,2
326,6,3
332,0,9
333,3,5
335,2,9
336,4,6
345,4,9
346,4,6
348,0,2
351,6,5
352,0,8
354,1,9
356,2,6
361,6,4
363,4,7
364,1,9
366,7,3
367,3,9
370,3,0
375,1,9
376,0,9
377,3,5
378,4,9
381,4,6
384,3,2
393,1,0
395,3,5
396,1,8
397,8,7
399,4,6
400,2,7
401,0,9
403,2,0
404,0,9
407,0,1
410,8,0
413,7,9
415,0,9
417,0,8
421,2,6
423,2,4
426,5,3
427,1,9
428,9,1
431,5,6
433,7,9
435,4,5
439,0,3
440,7,5
446,3,5
447,4,2
448,0,8
449,4,3
450,5,8
453,0,1
454,1,9
455,0,5
458,4,5
461,1,9
471,5,0
475,8,0
476,3,5
477,4,2
478,7,6
479,3,0
482,1,9
483,2,6
487,8,9
489,4,9
490,4,3
491,5,3
492,7,1
493,1,7
494,3,5
499,7,3
502,2,4
504,0,5
505,4,7
506,1,9
509,8,9
510,2,5
512,9,1
513,2,0
517,3,2
518,8,9
521,4,6
522,2,5
526,4,5
527,0,9
531,7,6
534,5,3
537,7,5
538,2,9
540,2,6
544,2,6
546,8,9
548,3,5
549,4,6
555,0,8
556,6,7
559,2,7
561,1,6
564,0,8
565,1,9
568,1,9
569,5,6
570,7,6
572,4,6
573,5,6
579,9,1
582,7,3
583,3,9
584,8,3
589,7,9
590,1,8
595,7,9
597,3,6
601,8,3
602,8,3
606,1,8
608,0,2
611,7,9
612,9,1
613,9,1
616,4,5
617,1,9
618,3,0
621,4,7
622,4,6
626,0,9
627,8,9
628,0,9
629,3,6
635,9,1
639,3,0
641,7,6
644,1,9
646,2,3
647,7,5
649,2,6
650,0,2
655,6,5
660,4,3
661,4,3
663,0,2
665,4,6
667,6,9
669,4,0
670,5,2
672,9,1
673,2,6
674,4,6
677,4,6
679,9,8
681,5,3
684,3,7
686,5,6
687,0,8
688,7,6
689,2,3
693,4,9
694,0,8
697,5,6
700,0,9
701,2,6
702,3,9
703,9,4
704,8,9
710,6,8
718,6,3
719,9,1
721,6,2
723,8,4
725,4,5
726,5,3
727,7,5
729,5,6
734,5,7
735,0,2
736,8,5
739,7,0
743,1,9
751,5,3
752,0,9
753,1,9
756,9,1
760,7,5
764,4,6
770,6,1
771,7,9
772,1,9
775,2,6
776,3,7
778,2,4
785,3,5
788,3,9
790,2,0
791,9,1
792,3,6
797,7,9
801,3,6
804,2,3
806,3,4
810,2,4
812,0,1
813,5,3
817,5,6
820,2,5
821,7,6
824,7,1
829,2,5
831,4,6
832,2,0
839,5,3
840,1,9
841,1,9
843,0,9
844,4,9
849,2,4
850,3,5
852,5,2
855,1,8
857,3,6
858,7,9
859,8,0
860,8,9
864,2,3
865,3,5
866,0,9
867,9,1
868,4,9
869,3,5
872,0,3
874,1,6
876,4,2
878,3,5
882,3,5
884,9,3
892,8,9
893,1,7
894,5,6
895,3,4
897,8,9
901,8,0
904,4,5
905,0,9
907,2,6
909,8,0
912,2,9
917,1,9
918,5,4
919,5,7
923,6,5
926,7,9
927,0,3
928,5,2
929,6,3
930,4,7
932,5,6
934,4,9
935,6,9
938,0,8
939,4,6
941,3,0
946,4,1
949,3,6
951,4,5
954,7,9
958,8,1
962,1,9
963,2,5
964,9,1
965,0,9
966,4,7
968,7,0
969,3,2
970,9,1
972,7,9
977,1,8
978,1,9
979,4,6
980,1,9
986,2,6
988,5,9
989,0,9
991,1,9
992,3,6
993,5,6
995,3,5
996,5,7
1004,4,9
1005,4,6
1006,1,9
1007,4,5
1008,2,5
1010,3,6
1012,0,3
1014,8,3
1020,1,8
1021,1,6
1022,4,0
1023,6,5
1024,2,7
1025,3,5
1030,3,7
1031,6,3
1032,8,0
1033,5,9
1035,6,2
1040,2,5
1041,3,6
1048,3,5
1050,2,7
1051,6,3
1052,1,9
1054,7,9
1055,3,6
1059,3,7
1064,1,9
1067,2,5
1069,4,6
1070,3,6
1071,7,9
1072,5,6
1075,9,3
1076,3,5
1078,9,1
1081,5,6
1085,6,9
1089,7,9
1090,1,9
1094,7,9
1097,0,1
1098,3,6
1100,3,6
1102,9,1
1104,3,5
1107,2,6
1111,5,6
1113,7,3
1116,8,9
1118,7,9
1121,3,6
1122,2,9
1125,7,9
1131,6,3
1133,5,9
1134,5,6
1136,5,6
1139,2,0
1140,9,1
1141,8,0
1142,0,8
1143,4,5
1145,1,9
1146,2,3
1148,4,6
1149,7,6
1150,3,9
1151,8,9
1155,6,2
1156,5,9
1157,5,6
1160,3,4
1163,2,8
1164,3,6
1165,7,9
1166,0,2
1168,0,3
1174,8,9
1176,6,3
1178,0,2
1180,2,7
1185,0,1
1187,0,4
1188,0,9
1191,6,7
1193,5,3
1195,0,1
1196,3,9
1199,5,0
1200,7,6
1202,3,6
1204,5,2
1209,2,6
1216,0,9
1222,6,9
1223,9,8
1224,5,2
1225,4,5
1226,7,6
1227,0,9
1228,6,9
1233,9,1
1234,0,8
1238,4,7
1239,8,2
1240,1,9
1241,9,0
1242,1,9
1243,0,2
1244,5,6
1250,8,0
1251,1,9
1254,4,0
1255,8,9
1257,3,5
1260,0,9
1263,9,1
1264,4,7
1266,0,3
1269,4,6
1271,3,5
1273,7,9
1274,5,3
1281,3,9
1286,3,9
1287,1,9
1288,2,3
1289,8,9
1290,9,6
1291,2,5
1293,1,9
1298,5,3
1301,1,9
1305,1,9
1306,0,9
1308,7,5
1309,7,6
1312,4,6
1315,4,6
1316,3,9
1319,0,3
1321,3,4
1322,9,3
1326,9,1
1328,2,5
1329,0,1
1330,5,7
1331,5,6
1335,0,8
1338,0,9
1339,4,6
1341,7,4
1342,6,5
1343,9,1
1346,5,6
1348,4,9
1349,4,6
1350,4,6
1351,3,5
1352,7,5
1359,2,5
1362,6,0
1364,1,9
1365,7,9
1368,3,6
1371,6,9
1373,4,6
1377,1,7
1380,1,8
1388,4,1
1390,9,3
1395,7,3
1396,4,5
1407,4,6
1408,1,9
1409,2,5
1411,5,9
1412,7,5
1413,1,8
1415,2,9
1417,5,9
1419,5,2
1420,6,9
1421,1,2
1425,4,6
1428,0,9
1433,9,1
1435,4,6
1442,7,9
1443,2,5
1445,7,3
1446,1,9
1449,3,5
1451,4,6
1454,0,9
1455,1,9
1456,9,1
1457,4,5
1458,2,5
1464,1,9
1465,9,1
1470,0,1
1474,5,2
1481,0,9
1485,6,4
1486,5,7
1487,3,5
1489,7,3
1490,7,4
1496,3,6
1498,7,9
1499,3,0
1500,2,5
