index,true,pred
1,9,7
2,9,6
3,4,6
4,1,9
5,1,6
6,2,6
9,3,4
12,7,4
17,3,8
24,2,6
26,3,5
27,5,6
33,3,6
34,4,6
35,0,7
36,3,0
38,3,7
39,3,6
40,5,7
41,2,7
42,2,7
44,1,6
45,1,9
47,2,7
48,2,4
49,0,7
51,5,0
55,2,6
57,2,6
59,3,8
63,2,6
66,4,8
70,5,3
71,9,6
74,3,6
75,1,9
77,0,9
78,3,7
79,1,8
80,3,9
81,5,4
82,4,6
83,5,7
86,4,7
88,9,0
89,4,6
90,2,6
91,3,8
92,8,4
97,1,3
98,4,6
99,1,8
105,1,9
112,1,9
113,7,6
114,7,0
121,2,6
123,2,5
126,1,9
127,9,0
128,5,7
131,7,4
134,1,2
137,1,0
138,2,4
140,1,9
141,3,4
144,2,7
145,4,3
146,9,6
148,5,3
150,3,6
151,6,0
155,8,0
156,5,6
157,5,6
158,4,7
159,3,6
160,1,2
162,4,2
165,0,8
166,9,0
168,1,9
169,3,2
174,3,4
176,1,9
179,0,4
180,4,2
183,5,8
185,0,9
186,9,6
188,9,7
189,0,9
196,2,6
198,5,7
203,3,5
206,1,9
207,3,6
212,1,9
214,9,1
215,5,6
217,5,6
218,2,6
219,9,6
227,1,0
229,3,5
230,7,9
231,6,4
233,0,8
239,5,0
249,6,8
250,1,9
251,3,9
255,1,9
257,1,8
260,5,7
261,1,3
262,1,9
263,4,7
266,3,5
270,9,1
271,2,7
277,5,6
278,9,7
279,0,3
283,2,6
284,0,8
287,3,6
288,2,4
291,8,9
296,4,7
297,5,6
298,6,4
300,2,6
302,1,8
303,2,0
304,1,9
305,5,2
306,9,6
307,9,6
311,1,9
312,1,7
314,3,2
315,3,8
319,9,6
322,9,6
323,1,8
324,5,2
325,1,9
331,3,5
333,3,6
334,3,0
335,2,7
336,4,6
337,5,6
338,7,4
339,5,7
342,3,6
343,4,7
345,4,6
346,4,6
349,0,4
350,6,4
352,0,8
355,6,8
356,2,6
357,9,1
358,2,4
359,5,3
360,9,1
361,6,4
364,1,9
366,7,4
367,3,6
370,3,0
375,1,9
376,0,4
377,3,5
378,4,6
381,4,6
384,3,7
385,9,7
389,1,6
392,0,7
393,1,7
398,4,6
403,2,4
404,0,8
407,0,9
408,9,3
411,2,0
412,7,4
414,4,2
416,3,5
421,2,6
424,5,7
425,2,8
431,5,4
433,7,4
435,4,7
440,7,6
443,9,3
444,9,7
446,3,6
448,0,8
450,5,7
453,0,8
454,1,9
459,8,0
462,5,7
466,1,9
467,0,6
471,5,0
474,2,4
478,7,4
479,3,0
480,9,0
482,1,9
483,2,6
484,4,6
486,1,8
