index,true,pred
0,6,5
4,1,9
5,1,9
13,2,3
17,3,8
18,2,9
19,6,9
27,5,9
28,4,7
29,0,2
39,3,6
40,5,3
42,2,3
45,1,9
47,2,0
51,5,9
52,7,4
55,2,9
57,2,8
58,4,3
59,3,9
60,1,9
61,1,9
63,2,8
64,1,9
65,1,9
66,4,7
70,5,6
72,6,9
74,3,4
75,1,9
77,0,8
78,3,0
79,1,9
80,3,9
81,5,6
82,4,3
83,5,3
84,7,5
86,4,2
90,2,4
93,0,9
94,1,9
96,1,9
97,1,9
98,4,6
99,1,5
103,6,5
104,6,5
105,1,9
106,8,9
107,5,2
108,2,4
111,8,9
112,1,9
116,0,8
119,1,9
123,2,6
126,1,9
128,5,3
133,7,0
134,1,8
136,1,9
137,1,9
138,2,6
139,8,9
140,1,9
148,5,9
151,6,1
154,6,3
155,8,9
156,5,2
157,5,6
158,4,9
159,3,9
160,1,9
162,4,7
165,0,9
166,9,8
167,5,2
168,1,8
169,3,2
170,8,9
173,5,3
174,3,9
176,1,9
177,5,2
180,4,2
182,5,3
183,5,8
184,1,9
185,0,9
187,6,2
189,0,9
191,7,5
193,8,9
194,2,6
199,0,8
201,1,9
203,3,6
204,6,3
206,1,9
207,3,9
211,7,0
212,1,9
215,5,3
220,0,8
221,8,9
223,0,9
226,1,9
227,1,9
230,7,9
231,6,4
232,6,4
233,0,9
236,1,9
238,1,9
239,5,3
241,3,5
242,6,2
248,6,9
249,6,2
250,1,9
251,3,9
254,4,6
255,1,9
257,1,9
260,5,2
261,1,9
262,1,9
263,4,0
266,3,4
271,2,5
275,1,9
279,0,9
281,2,4
282,1,9
283,2,5
284,0,8
290,8,9
291,8,9
292,6,4
293,0,8
296,4,9
297,5,3
299,4,3
300,2,3
303,2,8
308,0,8
311,1,9
312,1,9
315,3,5
324,5,3
330,1,9
332,0,9
333,3,9
335,2,5
336,4,3
337,5,3
338,7,2
346,4,2
349,0,6
351,6,9
352,0,8
354,1,9
359,5,3
360,9,8
361,6,3
364,1,9
365,8,9
366,7,0
367,3,0
368,6,2
370,3,9
371,0,7
375,1,9
376,0,9
377,3,2
378,4,6
382,7,5
388,7,5
391,7,5
392,0,6
393,1,9
395,3,8
396,1,8
397,8,9
398,4,2
399,4,3
400,2,9
401,0,9
404,0,9
407,0,9
411,2,8
413,7,5
414,4,9
420,4,2
426,5,3
427,1,8
433,7,3
434,4,5
435,4,2
439,0,6
440,7,2
446,3,9
448,0,8
453,0,9
454,1,9
459,8,9
460,8,3
461,1,9
462,5,9
466,1,9
467,0,9
469,7,2
470,7,5
475,8,9
477,4,6
478,7,6
479,3,0
481,0,5
482,1,9
483,2,6
486,1,9
490,4,3
493,1,9
496,8,7
498,1,9
500,5,2
501,8,9
503,8,9
504,0,2
505,4,9
506,1,9
513,2,5
515,5,4
516,7,5
518,8,9
519,8,0
523,7,6
524,1,9
533,2,6
534,5,9
535,5,6
536,1,9
538,2,4
539,2,4
542,5,2
544,2,3
547,1,9
548,3,9
555,0,8
556,6,3
559,2,7
561,1,8
563,4,3
564,0,8
565,1,9
568,1,9
569,5,6
570,7,4
572,4,2
573,5,4
576,1,9
577,9,8
580,8,5
582,7,9
583,3,0
585,8,0
589,7,9
590,1,9
593,1,9
599,1,9
603,3,7
604,0,8
605,0,6
606,1,9
607,5,3
608,0,6
611,7,8
616,4,0
617,1,9
618,3,4
621,4,3
624,5,2
626,0,4
627,8,9
628,0,8
629,3,7
630,2,3
633,6,2
636,7,9
639,3,0
640,6,9
641,7,3
644,1,9
646,2,5
647,7,2
648,2,4
649,2,3
652,7,2
653,5,6
660,4,5
665,4,2
667,6,9
670,5,2
673,2,4
676,1,9
678,3,6
680,6,1
681,5,3
686,5,7
689,2,8
691,3,6
693,4,3
694,0,9
696,2,4
697,5,7
700,0,9
701,2,6
704,8,9
705,4,8
712,4,2
713,0,4
722,7,9
723,8,9
724,2,3
725,4,2
726,5,3
727,7,3
731,0,4
732,5,3
733,0,8
735,0,8
740,3,5
742,2,4
743,1,9
751,5,9
752,0,9
753,1,9
754,7,1
758,4,2
760,7,5
761,1,9
767,5,2
770,6,9
772,1,9
775,2,3
778,2,3
779,2,3
780,4,3
785,3,5
787,2,6
788,3,8
796,2,8
797,7,5
800,2,6
801,3,9
