index,true,pred
4,0,3
24,4,2
64,0,6
113,6,3
169,0,4
181,4,6
194,4,2
204,3,2
215,3,4
287,8,3
318,3,6
339,4,3
350,2,3
361,6,4
377,0,6
383,0,6
398,2,6
405,2,4
416,2,4
501,2,6
502,6,4
506,6,0
545,2,4
550,3,6
567,4,2
595,3,6
612,4,6
622,4,2
623,6,2
645,0,6
677,4,2
687,4,3
688,6,0
698,4,2
700,0,6
712,0,6
733,4,6
801,8,0
860,6,2
910,0,6
912,4,6
923,4,2
931,2,3
933,4,2
942,0,6
949,6,2
955,2,6
970,6,2
979,4,2
987,6,5
993,4,3
1009,6,4
1021,4,3
1022,2,4
1068,2,6
1074,6,0
1087,6,2
1106,7,9
1110,0,2
1119,6,0
1140,4,3
1156,6,4
1200,6,0
1202,0,6
1206,2,4
1228,0,6
1257,2,6
1262,4,6
1268,4,3
1271,4,3
1318,4,2
1325,0,6
1338,4,2
1353,6,0
1369,3,4
1432,4,2
1442,2,3
1454,4,2
1456,2,4
1489,0,6
1494,6,2
1521,6,2
1543,6,2
1551,4,2
1571,9,7
1588,2,6
1590,0,6
1600,3,6
1617,4,3
1642,6,3
1660,4,6
1674,3,6
1681,0,3
1687,6,3
1691,4,2
1694,4,3
1705,9,7
1722,6,2
1761,1,3
1780,4,3
1789,2,6
1823,2,0
1824,4,2
1840,6,0
1851,2,6
1853,4,2
1862,6,3
1876,4,2
1897,0,6
1907,0,6
1942,0,6
1963,2,6
2006,9,7
2012,6,0
2017,4,3
2044,4,3
2052,0,6
2058,0,6
2062,0,6
2069,4,6
2079,6,2
2099,0,6
2106,6,2
2120,4,3
2138,0,6
2187,4,3
2202,6,0
2211,2,4
2213,0,3
2214,6,4
2222,6,2
2239,2,6
2241,4,2
2264,4,2
2276,2,4
2310,0,6
2329,2,4
2351,4,3
2367,0,6
2394,6,2
2405,3,6
2407,4,2
2414,2,4
2420,0,6
2446,6,0
2454,2,3
2464,4,3
2468,6,3
2490,4,6
2534,4,2
2550,4,2
2562,2,3
2563,2,0
2594,0,6
2611,6,0
2650,6,2
2657,2,6
2661,3,8
2683,1,3
2702,2,6
2705,4,2
2707,0,6
2712,0,6
2719,6,2
2775,6,1
2785,4,2
2787,4,3
2798,6,4
2799,1,3
2802,4,2
2843,6,0
2887,0,6
2894,6,4
2896,0,6
2918,3,6
2935,4,2
2958,2,4
2978,6,0
2980,6,2
2983,4,6
3009,0,6
3010,2,4
3029,4,3
3033,2,6
3042,6,4
3078,0,6
3086,0,6
3104,4,2
3111,2,6
3116,4,2
3121,9,7
3124,2,4
3130,0,6
3165,9,7
3170,6,0
3202,6,3
3214,2,0
3219,0,6
3234,6,2
3242,0,3
3250,4,3
3270,6,0
3289,4,2
3304,9,7
3311,3,6
3333,0,6
3374,2,3
3401,6,2
3415,2,4
3451,2,4
3472,0,6
3512,0,3
3518,2,4
3530,6,4
3533,6,0
3543,0,6
3547,4,2
3572,4,3
3576,6,4
3581,6,4
3589,6,2
3598,2,4
3608,4,3
3618,4,3
3625,2,6
3639,6,4
3642,6,4
3657,6,4
3683,4,2
3711,0,6
3754,4,3
3776,6,0
3791,0,6
3807,4,2
3829,0,3
3856,2,4
3858,2,6
3902,2,4
3931,4,3
3946,6,0
3973,1,3
3988,4,6
4023,6,0
4027,6,3
4034,6,0
4046,6,4
4084,2,0
4085,0,6
4091,4,6
4131,6,4
4150,6,2
4166,4,2
4179,6,3
4210,0,6
4219,6,2
4225,6,0
4265,4,3
4274,0,3
4288,2,6
4306,9,7
4328,4,2
4341,4,2
4353,6,2
4375,2,6
4382,6,4
4388,0,6
4424,0,2
4450,2,4
4460,4,2
4461,0,6
4511,0,6
4515,6,2
4570,4,2
4587,4,6
4615,6,4
4628,4,2
4634,0,2
4690,4,2
4759,2,4
4773,6,2
4836,4,6
4847,0,6
4891,4,2
4921,4,2
4924,4,3
4929,4,2
4950,4,2
4975,6,0
4979,1,3
5006,4,3
5035,3,0
5040,9,7
5049,2,4
5059,0,6
5066,4,3
5106,4,2
5114,0,6
5118,6,0
5119,0,4
5132,4,2
5146,6,0
5167,6,3
5188,1,3
5219,6,3
5226,4,2
5254,0,3
5290,0,6
5324,2,4
5331,4,3
5347,6,2
5357,0,6
5358,0,6
5374,0,6
5397,0,6
5399,4,2
5412,0,6
5423,2,6
5426,4,2
5451,9,7
5512,1,3
5546,0,2
5596,1,2
5598,6,2
5600,9,7
5662,0,3
5668,6,2
5692,6,3
5698,2,6
5703,0,6
5705,6,0
5751,0,6
5765,2,6
5787,9,7
5788,4,2
5802,0,6
5827,2,0
5838,0,6
5861,6,0
5864,2,6
5870,0,6
5924,4,2
5925,6,2
5933,0,6
5935,4,3
5950,3,6
5955,2,6
5958,4,3
5964,0,6
5979,4,2
5996,8,2
6003,4,2
6046,6,2
6059,2,4
6090,6,4
6114,2,3
6120,6,3
6159,4,2
6169,2,6
6175,0,6
6197,2,6
6225,2,6
6234,6,2
6253,0,3
6281,6,0
6350,2,6
6359,4,3
6390,0,6
6404,2,4
6435,2,6
6441,9,7
6470,0,6
6471,6,3
6473,0,6
6496,6,2
6527,0,6
6535,6,2
6594,4,6
6611,4,2
6613,0,6
6623,0,3
6657,6,0
6664,6,2
6701,6,2
6710,4,3
6730,2,3
6732,0,6
6757,0,6
6770,9,7
6776,6,0
6803,4,3
6865,0,3
6867,4,2
6880,2,6
6881,2,4
6883,4,3
6930,4,2
6947,3,6
6953,4,2
6969,0,6
6976,2,6
7001,0,6
7019,6,3
7032,4,2
7049,4,3
7079,4,3
7086,0,3
7094,6,4
7097,6,3
7141,3,4
7165,6,3
7170,4,3
7176,4,3
7183,4,3
7191,6,0
7200,0,2
7209,6,4
7225,4,3
7242,0,6
7246,2,3
7273,4,3
7284,6,2
7303,0,6
7307,9,7
7389,6,4
7390,0,6
7417,6,4
7424,4,2
7490,6,0
7509,5,7
7514,6,0
7526,4,3
7529,4,3
7564,6,2
7608,6,3
7619,2,6
7632,4,6
7636,6,4
7637,4,6
7659,4,2
7670,2,6
7710,2,6
7735,6,3
7737,0,6
7742,4,2
7745,2,4
7765,2,0
7766,4,2
7770,6,0
7841,6,0
7843,4,2
7875,4,3
7880,3,6
7903,6,2
7928,6,4
7960,4,2
7979,0,3
7995,4,2
8008,6,3
8019,6,2
8035,6,0
8043,6,4
8060,0,6
8070,0,6
8088,0,6
8097,3,0
8105,0,6
8127,6,0
8137,4,0
8141,0,6
8233,6,2
8255,4,2
8270,2,4
8305,4,2
8316,2,3
8329,8,3
8406,6,3
8417,0,6
8441,6,0
8480,4,2
8483,4,3
8487,0,6
8534,4,2
8566,4,2
8574,0,6
8585,3,0
8642,4,3
8666,4,3
8678,4,6
8705,4,2
8717,6,4
8718,0,6
8721,9,7
8756,0,6
8766,4,3
8788,3,4
8805,0,6
8813,4,6
8860,6,0
8862,6,4
8879,6,3
8886,6,2
8899,1,3
8910,6,4
8917,4,3
8923,0,6
8929,4,6
8955,4,2
8961,9,7
8969,8,0
8987,2,4
8988,4,2
9006,6,2
9007,0,6
9008,4,3
9019,0,4
9025,4,2
9088,2,4
9116,2,6
9128,4,3
9193,4,3
9229,0,6
9237,4,2
9267,2,4
9276,6,3
9278,6,0
9352,4,2
9353,4,2
9361,4,3
9373,0,3
9374,0,6
9393,0,6
9425,6,0
9441,4,2
9448,0,2
9459,2,3
9472,6,2
9487,0,3
9495,2,6
9516,0,6
9519,0,6
9523,0,6
9556,2,4
9562,2,6
9568,4,3
9579,0,3
9588,4,6
9593,4,2
9626,6,0
9647,4,3
9656,6,0
9660,6,4
9691,1,3
9721,2,6
9724,6,0
9749,9,7
9764,6,0
9766,6,2
9771,8,6
9794,2,6
9805,0,3
9811,6,0
9831,4,2
9836,6,0
9853,6,2
9857,3,0
9873,0,6
9907,2,6
9910,0,6
9955,2,6
9969,0,6
9998,6,0
10024,4,2
10042,2,6
10086,6,2
10097,6,4
10103,6,2
10181,0,8
10195,6,2
10244,2,4
10257,4,3
10291,4,6
10292,0,6
10301,4,3
10306,6,2
10315,6,4
10320,2,4
10332,4,2
10361,6,0
10381,4,2
10388,0,6
10396,0,6
10412,0,6
10440,0,6
10458,0,6
10524,4,2
10554,2,6
10595,4,2
10598,2,6
10611,6,0
10623,4,2
10637,4,3
10650,8,4
10653,6,4
10675,3,6
10690,2,6
10733,6,4
10744,6,2
10788,4,2
10805,1,3
10824,9,7
10837,6,4
10844,0,6
10856,0,6
10929,4,6
11027,0,6
11036,0,2
11037,2,4
11046,0,6
11058,0,6
11072,6,0
11087,4,3
11106,1,3
11140,6,3
11150,2,4
11170,2,4
11172,4,2
11199,4,6
11201,4,3
11202,6,2
11235,9,7
11246,4,3
11294,6,4
11307,9,7
11310,2,4
11340,0,6
11359,4,2
11367,8,6
11371,4,2
11380,9,7
11388,6,0
11392,6,4
11416,0,6
11420,0,6
11438,6,2
11441,6,2
11444,6,2
11461,4,3
11472,6,0
11478,0,6
11496,6,0
11511,0,6
11531,8,6
11551,4,2
11556,9,7
11561,6,4
11566,9,7
11592,2,0
11604,4,2
11658,9,7
11661,6,0
11714,4,2
11738,6,0
11749,6,0
11778,6,0
11797,0,6
11814,2,3
11832,3,6
11856,1,3
11858,4,3
11865,6,2
11869,6,0
11874,4,2
11881,6,4
11884,0,6
11885,2,3
11892,4,2
11898,9,7
11908,4,6
11936,6,0
11948,6,0
11987,4,2
12004,0,6
12016,6,4
12076,0,4
12092,4,3
12094,6,0
12095,6,0
12098,6,2
12124,2,4
12132,6,4
12138,2,6
12141,0,6
12156,6,0
12190,0,6
12192,6,3
12195,2,4
12210,4,2
12219,0,6
12228,6,4
12229,4,2
12273,4,2
12328,2,6
12340,6,3
12349,0,6
12357,4,6
12364,4,3
12371,6,4
12384,3,6
12385,0,3
12386,4,6
12391,0,6
12407,6,0
12431,0,6
12434,6,2
12444,0,6
12466,0,3
12475,4,2
12478,0,6
12497,0,6
12504,6,4
12554,4,2
12587,2,6
12591,6,4
12604,4,3
12648,4,3
12678,6,0
12705,9,7
12720,6,4
12736,4,2
12737,6,4
12741,8,3
12744,3,2
12745,6,3
12758,4,3
12762,6,4
12802,0,3
12818,4,2
12825,6,2
12921,6,0
12941,4,3
12971,0,6
12987,2,6
13032,4,2
13039,4,2
13055,0,6
13057,2,3
13082,0,6
13090,6,2
13103,0,8
13104,4,3
13121,0,6
13129,6,4
13138,6,4
13147,4,3
13163,6,4
13178,4,3
13203,4,2
13233,6,4
13266,3,0
13282,6,0
13292,2,4
13302,0,6
13363,4,2
13365,6,4
13372,4,3
13380,6,2
13384,0,6
13401,6,3
13402,0,6
13431,4,3
13432,0,2
13439,4,2
13440,4,3
13461,6,2
13480,6,3
13492,4,3
13497,6,0
13499,0,3
13504,6,0
13556,4,3
13568,0,6
13574,6,0
13607,4,3
13612,5,7
13613,4,6
13632,6,0
13652,0,3
13655,2,6
13674,0,6
13683,6,2
13726,6,4
13733,9,7
13770,4,2
