index,true,pred
2,0,3
4,0,3
18,6,2
24,4,2
32,6,4
44,9,5
55,6,0
77,6,0
79,9,5
89,9,7
90,9,7
104,6,4
107,9,7
112,6,4
113,6,3
129,1,3
141,9,7
151,1,3
157,6,0
160,0,3
165,2,8
167,9,7
169,0,4
179,4,2
186,0,3
194,4,2
203,6,4
215,3,4
226,6,0
232,6,0
243,1,3
245,6,0
252,6,0
287,8,4
292,6,0
297,6,2
301,6,2
305,1,3
306,6,4
307,1,3
317,9,7
339,4,3
344,6,4
346,6,0
350,2,3
353,6,0
360,9,5
367,6,0
398,2,6
405,2,4
410,6,0
416,2,4
433,4,3
477,9,7
481,4,2
485,6,2
495,6,0
502,6,2
506,6,0
510,9,7
515,1,0
523,6,0
526,6,0
530,0,3
533,9,7
543,6,2
545,2,4
549,6,0
567,4,2
578,4,2
585,6,4
586,6,4
595,3,0
623,6,2
645,0,6
656,4,3
658,4,2
677,4,2
685,1,3
687,4,3
688,6,3
698,4,2
700,0,6
719,9,7
730,1,3
737,6,4
740,1,3
746,9,7
751,1,3
773,6,8
776,6,4
779,6,2
786,6,4
801,8,3
807,9,7
808,0,3
809,6,4
820,6,0
830,0,3
838,6,4
860,6,2
861,6,2
864,1,3
865,1,0
869,9,7
875,6,3
882,6,4
895,6,4
897,1,3
903,6,4
912,4,2
925,6,4
931,2,3
933,4,2
940,6,4
949,6,2
955,2,6
970,6,2
971,9,5
972,0,8
979,4,2
982,6,2
1000,1,3
1003,6,4
1009,6,4
1014,6,3
1018,9,5
1022,2,4
1032,4,2
1071,0,3
1074,6,0
1078,6,0
1086,9,7
1087,6,8
1092,6,0
1110,0,2
1119,6,0
1144,6,4
1146,1,2
1156,6,4
1162,9,5
1165,6,0
1170,0,3
1200,6,0
1206,2,4
1232,9,7
1241,9,7
1253,6,8
1266,6,3
1268,4,3
1271,4,3
1277,6,4
1292,2,3
1318,4,2
1330,4,2
1338,4,2
1343,6,2
1346,6,4
1353,6,0
1363,4,6
1369,3,4
1370,9,7
1373,6,8
1375,6,2
1388,6,0
1391,6,4
1395,4,2
1415,6,4
1418,6,4
1419,6,3
1432,4,2
1438,6,0
1442,2,3
1448,1,3
1454,4,2
1464,4,2
1465,9,7
1472,6,0
1480,9,5
1489,0,6
1494,6,2
1495,6,0
1508,1,3
1519,9,7
1520,6,4
1521,6,4
1537,4,3
1543,6,2
1556,9,7
1562,6,2
1571,9,7
1595,2,6
1600,3,0
1605,1,3
1617,4,3
1619,6,2
1626,6,0
1642,6,3
1645,6,4
1661,6,2
1681,0,3
1684,6,4
1687,6,3
1689,4,2
1691,4,2
1705,9,7
1718,6,2
1719,9,7
1722,6,2
1726,9,7
1739,6,4
1740,9,7
1761,1,3
1779,6,2
1780,4,3
1796,6,8
1818,6,4
1823,2,0
1824,4,2
1830,6,2
1836,6,4
1840,6,0
1847,9,7
1849,6,0
1853,4,2
1858,1,3
1862,6,3
1876,4,2
1878,1,3
1911,9,7
1920,9,7
1926,9,5
1932,6,2
1935,6,0
1963,2,0
1969,6,2
1976,6,0
1979,6,0
1992,6,4
2006,9,7
2012,6,0
2017,4,3
2021,6,4
2037,6,0
2039,4,2
2040,6,0
2044,4,3
2062,0,6
2068,9,5
2070,0,3
2078,6,0
2079,6,2
2081,1,3
2106,6,2
2112,6,0
2115,6,4
2122,6,3
2131,6,0
2144,6,2
2145,1,3
2158,4,2
2162,4,2
2172,2,4
2187,4,3
2199,6,4
2202,6,0
2211,2,4
2213,0,3
2214,6,4
2219,1,3
2222,6,2
2223,2,4
2225,4,2
2236,6,0
2241,4,2
2243,6,4
2245,1,3
2248,6,2
2264,4,2
2279,4,2
2288,9,7
2301,4,8
2304,6,2
2316,6,4
2319,6,4
2329,2,4
2343,1,3
2344,1,3
2351,4,3
2352,6,4
2381,1,3
2387,1,3
