index,true,pred
3,3,0
24,4,2
25,3,4
31,3,0
47,3,0
51,3,1
55,6,0
56,6,0
58,3,1
59,3,1
72,6,0
73,3,0
77,6,0
108,7,5
142,7,9
157,6,0
164,6,0
169,0,4
181,4,6
199,2,0
204,3,0
206,6,0
211,3,0
215,3,4
226,6,0
232,6,0
245,6,0
249,7,9
251,3,0
252,6,0
259,3,1
268,3,0
273,2,4
277,3,0
287,8,0
292,6,0
297,6,2
316,6,0
318,3,0
323,3,0
327,3,0
334,3,0
339,4,3
346,6,0
347,8,6
350,2,3
353,6,0
355,7,9
357,7,5
374,3,0
378,3,0
395,3,0
398,2,6
405,2,4
410,6,0
416,2,4
453,3,1
470,6,0
472,7,5
495,6,0
499,6,0
500,3,4
501,2,6
502,6,4
506,6,0
508,3,4
523,6,0
526,6,0
545,2,4
549,6,0
550,3,0
568,3,0
571,3,6
595,3,0
596,3,0
609,3,0
610,8,0
612,4,6
631,3,0
645,0,3
649,3,4
688,6,0
696,2,4
698,4,2
701,3,4
707,2,4
714,3,0
725,3,0
748,6,0
749,2,0
756,3,0
762,6,0
766,6,0
773,6,8
797,6,3
801,8,0
802,3,0
834,7,5
846,2,0
854,3,1
860,6,2
863,3,4
871,3,0
875,6,0
881,6,0
904,7,9
906,6,0
912,4,6
929,3,0
931,2,4
948,3,4
955,2,0
970,6,2
987,6,3
1009,6,4
1022,2,4
1047,2,0
1053,3,4
1064,3,4
1068,2,0
1072,2,0
1074,6,0
1078,6,0
1087,6,2
1092,6,0
1093,3,0
1096,6,0
1101,6,0
1106,7,9
1112,6,0
1119,6,0
1123,7,9
1130,3,1
1150,3,4
1165,6,0
1166,8,3
1174,2,4
1181,3,0
1186,7,9
1200,6,0
1206,2,4
1216,6,0
1244,2,0
1251,6,0
1262,4,6
1267,2,0
1277,6,4
1279,2,6
1287,6,0
1291,3,0
1304,3,0
1309,7,9
1326,3,0
1338,4,2
1353,6,0
1361,3,0
1367,3,1
1369,3,4
1382,8,0
1393,2,0
1398,3,0
1400,3,8
1406,3,0
1419,6,0
1438,6,0
1442,2,4
1448,1,3
1450,3,4
1456,2,4
1459,3,0
1461,3,0
1462,3,4
1472,6,0
1495,6,0
1496,3,0
1501,7,9
1506,3,0
1510,3,6
1511,3,0
1521,6,2
1542,3,0
1543,6,2
1545,2,0
1557,3,1
1561,3,0
1585,6,0
1588,2,0
1595,2,0
1600,3,0
1610,3,0
1615,2,0
1617,4,0
1620,3,1
