index,true,pred
2,9,1
9,3,6
12,7,4
15,9,8
17,3,5
21,3,5
26,3,5
28,4,7
29,0,8
32,1,6
38,3,8
39,3,6
40,5,3
44,1,6
47,2,0
49,0,8
51,5,3
59,3,5
65,1,9
67,9,1
69,8,0
70,5,6
71,9,6
77,0,9
79,1,6
80,3,8
81,5,3
83,5,3
84,7,4
90,2,3
93,0,1
96,1,6
102,9,1
110,9,8
111,8,0
112,1,9
113,7,8
114,7,3
116,0,6
118,9,8
119,1,9
121,2,4
122,9,7
133,7,1
134,1,9
137,1,0
140,1,0
146,9,2
148,5,3
150,3,4
151,6,5
157,5,3
158,4,7
159,3,9
162,4,7
166,9,5
167,5,4
169,3,5
170,8,6
173,5,7
174,3,5
176,1,9
177,5,2
179,0,3
180,4,2
183,5,6
186,9,6
189,0,8
191,7,5
192,8,0
194,2,8
203,3,2
207,3,6
210,6,3
211,7,3
215,5,3
217,5,3
218,2,5
222,8,9
227,1,8
230,7,4
231,6,4
232,6,3
233,0,1
237,7,4
240,8,9
241,3,5
244,8,2
246,8,5
248,6,2
250,1,9
251,3,6
254,4,2
258,3,2
262,1,8
266,3,5
270,9,1
274,9,1
277,5,6
279,0,5
280,8,2
281,2,4
282,1,6
284,0,8
285,5,3
288,2,4
293,0,5
295,9,1
298,6,2
300,2,6
301,1,3
303,2,8
307,9,6
309,8,4
311,1,9
314,3,5
315,3,1
317,0,8
318,7,5
319,9,6
320,7,4
322,9,6
325,1,6
330,1,9
334,3,4
336,4,6
338,7,4
342,3,6
346,4,2
347,6,8
348,0,8
350,6,2
353,8,2
354,1,6
355,6,3
359,5,3
360,9,5
364,1,9
366,7,3
367,3,9
368,6,3
369,9,1
371,0,4
375,1,9
376,0,9
377,3,5
378,4,6
380,5,3
381,4,6
384,3,6
389,1,6
391,7,6
392,0,5
393,1,0
395,3,6
396,1,6
401,0,8
404,0,9
408,9,1
410,8,0
415,0,5
416,3,2
419,9,1
422,7,1
424,5,1
425,2,0
433,7,5
436,0,8
442,8,1
443,9,8
446,3,6
449,4,2
453,0,9
458,4,6
459,8,0
460,8,2
462,5,1
470,7,4
471,5,3
473,6,4
476,3,5
477,4,2
478,7,4
479,3,0
481,0,5
493,1,6
494,3,5
496,8,3
499,7,3
500,5,8
501,8,9
505,4,1
506,1,9
509,8,9
510,2,6
511,9,3
513,2,5
514,7,3
515,5,4
519,8,5
526,4,6
527,0,9
535,5,0
542,5,3
548,3,1
550,3,6
553,9,5
555,0,9
557,0,8
559,2,7
561,1,6
564,0,8
565,1,6
569,5,3
573,5,3
579,9,1
582,7,4
585,8,0
586,2,6
589,7,6
591,6,5
598,0,5
599,1,6
602,8,6
603,3,8
605,0,6
608,0,7
610,8,4
612,9,1
613,9,1
614,0,4
616,4,7
618,3,6
625,6,8
626,0,9
627,8,9
628,0,8
629,3,5
631,8,0
633,6,3
634,9,1
641,7,2
642,4,2
643,9,1
646,2,3
647,7,6
648,2,6
649,2,6
652,7,6
659,9,1
660,4,6
670,5,2
673,2,4
674,4,2
675,5,6
677,4,6
678,3,6
681,5,3
682,6,7
683,9,6
684,3,7
694,0,8
697,5,4
698,0,8
701,2,6
703,9,5
707,8,5
708,0,3
710,6,8
715,8,9
718,6,8
720,6,2
723,8,5
724,2,6
726,5,2
727,7,2
731,0,2
732,5,3
736,8,1
739,7,5
741,8,0
747,1,6
749,9,1
750,5,3
751,5,3
752,0,4
754,7,6
755,6,5
756,9,6
758,4,2
761,1,0
763,9,0
767,5,3
768,9,6
774,3,5
775,2,5
776,3,6
778,2,6
780,4,5
785,3,5
788,3,5
792,3,6
794,7,4
796,2,0
801,3,6
803,2,6
804,2,4
805,3,1
806,3,6
809,3,5
810,2,6
812,0,9
814,5,3
817,5,4
820,2,8
821,7,6
822,0,5
824,7,1
831,4,6
832,2,5
833,1,8
834,1,8
835,1,8
840,1,9
844,4,2
845,3,5
846,3,4
847,7,4
849,2,4
850,3,6
851,5,6
853,5,3
854,6,2
855,1,9
857,3,5
858,7,4
860,8,0
862,6,0
864,2,6
865,3,5
868,4,9
